prefecture,date,positive,death,mobility,gdp,population,gop,Elderly_cum_total,Elderly_cum_first,Elderly_cum_second,Medical_cum_total,Medical_cum_first,Medical_cum_second,Medical_ps_total,Medical_ps_first,Medical_ps_second,Elderly_ps_total,Elderly_ps_first,Elderly_ps_second,Variant_Rate,serious,ICU_NHK,all_bed,Delta_Variant_Rate,newpositive,I,R,D,severe,hospital,hotel,home,adjust,mild
Kanagawa,22168,513,2,-13.75,94.8578849,9177000,97.46404,,,,,,,,,,,,,,32,30,200,,,676,5141,127,32,,,,,
Kanagawa,22175,439,7,-10,94.8578849,9177000,97.46404,,,,,,,,,,,,,,24,32,200,,,635,5613,135,24,,,,,
Kanagawa,22182,360,1,-19.75,94.8578849,9177000,97.46404,,,,,,,,,,,,,,25,24,200,,,532,6076,136,25,,,,,
Kanagawa,22189,394,7,-9.25,95.92890669,9177000,98.41485143,,,,,,,,,,,,,,16,27,200,,,526,6467,143,16,,,,,
Kanagawa,22196,372,7,-15.5,96.73217303,9177000,99.12796,,,,,,,,,,,,,,19,20,200,,,496,6862,150,19,,,,,
Kanagawa,22203,434,4,-11.25,96.73217303,9177000,99.12796,,,,,,,,,,,,,,19,23,200,,,570,7218,154,19,,,,,
Kanagawa,22210,423,9,-9.75,96.73217303,9177000,99.12796,,,,,,,,,,,,,,25,23,200,,,546,7661,162,25,,,,,
Kanagawa,22217,411,8,-7.5,96.67322543,9177000,99.09564714,,,,,,,,,,,,,,20,24,200,,,554,8052,171,20,,,,,
Kanagawa,22224,561,7,-9.75,96.31953985,9177000,98.90177,,,,,,,,,,,,,,23,24,200,,,600,8563,177,23,,,,,
Kanagawa,22231,818,4,-9.75,96.31953985,9177000,98.90177,,,,,,,,,,,,,,28,23,200,,,878,9095,182,28,,,,,
Kanagawa,22238,1187,3,-10,96.31953985,9177000,98.90177,,,,,,,,,,,,,,44,35,200,,,1207,9953,184,44,,,,,
Kanagawa,22245,1130,10,-13.25,96.31953985,9177000,98.90177,,,,,,,,,,,,,,59,44,200,,,1346,10938,194,59,,,,,
Kanagawa,22252,1165,20,-12.5,95.47686813,9177000,98.87268714,,,,,,,,,,,,,,65,60,200,,,1227,12199,213,65,,,,,
Kanagawa,22259,1414,10,-12.5,95.33642284,9177000,98.86784,,,,,,,,,,,,,,53,65,200,,,1536,13292,225,53,,,,,
Kanagawa,22266,1800,13,-13,95.33642284,9177000,98.86784,,,,,,,,,,,,,,51,56,200,,,1880,14735,237,51,,,,,
Kanagawa,22273,2664,22,-12.5,95.33642284,9177000,98.86784,,,,,,,,,,,,,,61,57,200,,,2423,16834,259,61,,,,,
Kanagawa,22280,2962,25,-30.25,95.34878126,9177000,97.86206429,,,,,,,,,,,,,,74,59,200,,,3496,18701,283,74,,,,,
Kanagawa,22287,4864,33,-21.75,95.36525915,9177000,96.52103,,,,,,,,,,,,,0,93,79,200,,,5175,21854,315,93,,,,,
Kanagawa,22294,5844,38,-23,95.36525915,9177000,96.52103,,,,,,,,,,,,,0,103,102,200,,,6327,26507,353,103,,,,,
Kanagawa,22301,4842,43,-25.5,95.36525915,9177000,96.52103,,,,,,,,,,,,,0,114,111,200,,,4794,32836,398,114,,,,,
Kanagawa,22308,2736,74,-23.5,95.36525915,9177000,96.52103,,,,,,,,,,,,,0,109,105,190,,,3161,37136,467,109,,,,,
Kanagawa,22315,1519,74,-23,94.82808294,9177000,97.66659,,,,,,,,,,,,,0.005,75,104,190,,,1989,39748,544,75,,,,,
Kanagawa,22322,983,51,-19,94.82808294,9177000,97.66659,,,,,,,,,,,,,0.01,42,55,190,,,1477,41190,597,42,,,,,
Kanagawa,22329,821,51,-20.5,94.82808294,9177000,97.66659,,,,,,,,,,,,,0.015,38,35,190,,,1168,42269,648,38,,,,,
Kanagawa,22336,814,32,-17.75,94.82808294,9177000,97.66659,,,,,,,,,,,,,0.02,27,32,190,,,1075,43144,680,27,,,,,
Kanagawa,22343,775,35,-19,96.71330488,9177000,98.75706,,,,,,,,,,,,,0.053571429,28,27,190,,,1016,43942,716,28,,,,,
Kanagawa,22350,718,31,-16.75,96.71330488,9177000,98.75706,,,,,,,,,,,,,0.088235294,25,29,190,,,963,44683,746,25,,,,,
Kanagawa,22357,693,18,-13.25,96.71330488,9177000,98.75706,,,,,,,,,,,,,0.020408163,19,22,190,,,982,45338,765,19,,,,,
Kanagawa,22364,660,12,-9.25,96.71330488,9177000,98.75706,,,,,,,,,,,,,0.043010753,24,19,190,,,899,46069,777,24,,,,,
Kanagawa,22371,862,10,-6.5,97.34282094,9177000,98.6559,,,,,,,,,,,,,0.100775194,27,21,190,,,987,46834,787,27,,,,,
Kanagawa,22378,941,11,-12.75,97.81495799,9177000,98.58003,,,,,,,,,,,,,0.290909091,23,23,190,,,1186,47564,798,23,,,,,
Kanagawa,22385,1331,3,-14.25,97.81495799,9177000,98.58003,1028,1028,0,,,,,,,0.076894306,0.076894306,,0.327956989,28,27,190,,,1527,48552,800,28,,,,,
Kanagawa,22392,1531,11,-11.25,97.81495799,9177000,98.58003,3602,3602,0,113758,79039,34719,0.043037366,0.044793893,0.03951025,0.048121627,0.048121627,,0.450617284,37,28,199,,,1887,49712,812,37,,,,,
Kanagawa,22399,1647,10,-12.25,96.75914969,9177000,98.06564714,7967,7967,0,175653,135263,40390,0.048483819,0.052429106,0.038724907,0.037242025,0.037242025,,0.596774194,50,38,199,,,1895,51341,821,50,,,,,
Kanagawa,22406,1681,15,-13,94.11962895,9177000,96.77969,10041,9121,920,215694,167971,47723,0.052670237,0.057015374,0.041530292,0.02943306,0.027487712,0.098648936,0.665768194,48,51,199,,,2009,52897,833,48,,,,,
Kanagawa,22413,2133,18,-14.5,94.11962895,9177000,96.77969,32672,28913,3759,279985,206880,73105,0.054565664,0.059662789,0.043942034,0.033296339,0.031659633,0.055276159,0.784222738,49,51,199,,,2512,54507,854,49,,,,,
Kanagawa,22420,1885,14,-18.25,94.11962895,9177000,96.77969,114365,107005,7360,361283,229503,131780,0.056113899,0.057876222,0.053288024,0.048877295,0.049396649,0.042396557,0.813036021,69,63,199,,,2282,56606,869,69,,,,,
Kanagawa,22427,1621,13,-11.5,94.11962895,9177000,96.77969,232487,223193,9294,428484,258774,169710,0.058210958,0.058083925,0.058405731,0.046658766,0.047881212,0.028924616,0.844247788,72,75,199,,,2104,58391,882,72,,,,,
Kanagawa,22434,1438,28,-10.5,96.49105827,9177000,98.48649286,435591,406658,28933,492038,288694,203344,0.059607156,0.059544783,0.059695937,0.048399001,0.050205491,0.032143172,0.849894292,69,66,199,,,1902,60004,909,69,,,,,
Kanagawa,22441,1379,13,-11.75,96.88629649,9177000,98.77096,859331,743069,116262,541120,312476,228644,0.059412178,0.060012784,0.05861054,0.058949448,0.060051981,0.052758615,,49,60,199,,,1811,61460,924,49,,,,,
Kanagawa,22448,1269,13,-14,96.88629649,9177000,98.77096,1303865,1054042,249823,583647,331804,251843,0.059481539,0.060414162,0.058295883,0.059865814,0.062202413,0.051675729,,49,43,199,,,1617,62911,936,49,,,,,
Kanagawa,22455,1346,9,-11.5,96.88629649,9177000,98.77096,1860914,1408373,452541,632546,346183,286363,0.060505155,0.06006052,0.061051544,0.062607422,0.065776214,0.054444626,,41,37,199,,,1697,64169,944,41,,,,,
Kanagawa,22462,1503,7,-23.5,96.37682797,9177000,98.59652571,2404551,1715972,688579,659583,360112,299471,0.060157049,0.060240876,0.060056556,0.063014664,0.066915393,0.055021659,,37,41,199,,,1818,65542,952,37,,,,,
Kanagawa,22469,2004,12,-15.75,95.99472658,9177000,98.4657,3149669,2104615,1045054,692046,372043,320003,0.060453847,0.060125276,0.060840391,0.064529456,0.066995651,0.060075834,,39,32,199,,,2292,67060,964,39,,,,,
Kanagawa,22476,2797,12,-13.75,95.99472658,9177000,98.4657,3832741,2411304,1421437,717260,384341,332919,0.060536254,0.060351871,0.060750522,0.065851524,0.066478856,0.064813979,,32,38,199,,,3362,68776,975,32,,,,,
Kanagawa,22483,3726,4,-13,95.99472658,9177000,98.4657,4352404,2611852,1740552,730916,389647,341269,0.060501073,0.060344391,0.060680963,0.066301242,0.065635711,0.067325652,,52,40,199,,,4335,71524,980,52,,,,,
Kanagawa,22490,7767,9,-18.5,95.99472658,9177000,98.21004857,5054858,2912111,2142747,744461,396406,348055,0.060554259,0.060685251,0.060405754,0.067319527,0.06644918,0.068539575,,74,57,199,,,8295,75325,987,74,,,,,
Kanagawa,22497,12147,20,-19,,9177000,96.67614,5054858,2912111,2142747,744461,396406,348055,0.060554259,0.060685251,0.060405754,0.067319527,0.06644918,0.068539575,,142,101,199,,,13640,82109,1005,142,,,,,
Kanagawa,22504,13822,14,-25.25,,9177000,96.67614,5689478,3244554,2444924,744461,396406,348055,0.060554259,0.060685251,0.060405754,0.066932268,0.066701494,0.067241006,,200,172,199,,,14563,94992,1023,200,,,,,
Kanagawa,22511,17069,41,-20.75,,9177000,96.67614,6680319,3800396,2879923,744461,396406,348055,0.060554259,0.060685251,0.060405754,0.066885054,0.067573369,0.065997906,,220,212,241,,,17632,108952,1061,220,,,,,
Kanagawa,22518,16862,34,-21,,9177000,96.67614,7415517,4195746,3219771,744461,396406,348055,0.060554259,0.060685251,0.060405754,0.06789019,0.068814225,0.066722654,,238,245,296,,,17926,125485,1096,238,,,,,
Kanagawa,22525,11661,43,-22.5,,9177000,97.20993286,8105854,4563281,3542573,744461,396406,348055,0.060554259,0.060685251,0.060405754,0.068694621,0.069438778,0.067759231,,220,253,277,,,13716,141314,1139,220,,,,,
Kanagawa,22532,5970,47,-19.5,,9177000,97.42345,8897397,4999838,3897559,744461,396406,348055,0.060554259,0.060685251,0.060405754,0.069876611,0.070625961,0.068938285,,181,235,290,,,8253,152701,1185,181,,,,,
Kanagawa,22539,3429,36,-16.75,,9177000,97.42345,9746722,5445772,4300950,744461,396406,348055,0.060554259,0.060685251,0.060405754,0.071186371,0.072050489,0.070121542,,121,161,292,,,4487,159857,1224,121,,,,,
Kanagawa,22546,1514,22,-13.75,,9177000,97.42345,10336598,5720258,4616340,744461,396406,348055,0.060554259,0.060685251,0.060405754,0.071890771,0.072763517,0.070837945,,102,122,279,,,2214,163621,1246,102,,,,,
Kanagawa,22553,793,23,-12.5,,9177000,98.39283571,11000895,5997389,5003506,744461,396406,348055,0.060554259,0.060685251,0.060405754,0.072289452,0.072983705,0.071474507,,66,82,210,,,1156,165455,1265,66,,,,,
Kanagawa,22560,516,18,-11,,9177000,99.68535,11000895,5997389,5003506,744461,396406,348055,0.060554259,0.060685251,0.060405754,0.072289452,0.072983705,0.071474507,,40,51,210,,,754,166296,1285,40,,,,,
Kochi,21937,0,0,,99.99999978,706000,102.1029,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kochi,21944,0,0,,99.79744532,706000,101.5067857,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kochi,21951,0,0,,99.29105916,706000,100.0165,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kochi,21958,0,0,-0.375,99.29105916,706000,100.0165,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kochi,21965,0,0,3.75,99.29105916,706000,100.0165,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kochi,21972,2,0,2.75,98.79433166,706000,100.0753429,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kochi,21979,10,0,-8.5,95.81396662,706000,100.4284,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kochi,21986,0,0,-4.25,95.81396662,706000,100.4284,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kochi,21993,0,0,2.25,95.81396662,706000,100.4284,,,,,,,,,,,,,,0,,,,,0,11,0,0,,,,,
Kochi,22000,2,0,2.75,95.81396662,706000,100.4284,,,,,,,,,,,,,,0,,,,,2,12,0,0,,,,,
Kochi,22007,19,0,-4.25,91.04099856,706000,96.71988571,,,,,,,,,,,,,,0,,,,,19,12,0,0,,,,,
Kochi,22014,27,0,-10.5,89.13181133,706000,95.23648,,,,,,,,,,,,,,0,,,,,46,14,0,0,,,,,
Kochi,22021,8,1,-20.25,89.13181133,706000,95.23648,,,,,,,,,,,,,,0,,,,,49,18,1,0,,,,,
Kochi,22028,5,2,-21.75,89.13181133,706000,95.23648,,,,,,,,,,,,,,0,,,,,43,28,2,0,,,,,
Kochi,22035,1,0,-22.75,88.20685089,706000,94.45859714,,,,,,,,,,,,,,0,,,,,22,49,3,0,,,,,
Kochi,22042,0,0,-23.5,86.9735703,706000,93.42142,,,,,,,,,,,,,,0,,,,,7,64,3,0,,,,,
Kochi,22049,0,0,-16.25,86.9735703,706000,93.42142,,,,,,,,,,,,,,0,0,16,,,4,67,3,0,,,,,
Kochi,22056,0,0,-13,86.9735703,706000,93.42142,,,,,,,,,,,,,,0,0,16,,,2,69,3,0,,,,,
Kochi,22063,0,0,-11.75,86.9735703,706000,93.42142,,,,,,,,,,,,,,0,0,16,,,0,71,3,0,,,,,
Kochi,22070,0,0,-9.75,94.09097578,706000,98.64258,,,,,,,,,,,,,,0,0,16,,,0,71,3,0,,,,,
Kochi,22077,0,0,-17.25,94.09097578,706000,98.64258,,,,,,,,,,,,,,0,0,16,,,0,71,3,0,,,,,
Kochi,22084,0,0,-5.75,94.09097578,706000,98.64258,,,,,,,,,,,,,,0,0,16,,,0,71,3,0,,,,,
Kochi,22091,0,0,-8.5,94.09097578,706000,98.64258,,,,,,,,,,,,,,0,0,16,,,0,71,3,0,,,,,
Kochi,22098,0,0,-11.75,94.16415082,706000,99.09853,,,,,,,,,,,,,,0,0,16,,,0,71,3,0,,,,,
Kochi,22105,0,0,-14.75,94.19342083,706000,99.28091,,,,,,,,,,,,,,0,0,16,,,0,71,3,0,,,,,
Kochi,22112,2,0,-7.25,94.19342083,706000,99.28091,,,,,,,,,,,,,,0,0,16,,,2,71,3,0,,,,,
Kochi,22119,3,0,-5.5,94.19342083,706000,99.28091,,,,,,,,,,,,,,0,0,16,,,4,72,3,0,,,,,
Kochi,22126,2,0,-5.25,94.34574944,706000,99.33137857,,,,,,,,,,,,,,0,0,16,,,5,73,3,0,,,,,
Kochi,22133,2,0,-1,94.72657097,706000,99.45755,,,,,,,,,,,,,,0,0,16,,,3,77,3,0,,,,,
Kochi,22140,19,0,8.25,94.72657097,706000,99.45755,,,,,,,,,,,,,,0,0,16,,,17,79,3,0,,,,,
Kochi,22147,7,0,-8.5,94.72657097,706000,99.45755,,,,,,,,,,,,,,0,0,57,,,19,86,3,0,,,,,
Kochi,22154,16,0,-7.75,94.72657097,706000,99.45755,,,,,,,,,,,,,,1,1,57,,,19,103,3,1,,,,,
Kochi,22161,7,0,-19,96.1231839,706000,101.4686214,,,,,,,,,,,,,,1,1,57,,,10,118,3,1,,,,,
Kochi,22168,5,1,-11.25,96.35595273,706000,101.8038,,,,,,,,,,,,,,0,1,57,,,7,126,4,0,,,,,
Kochi,22175,0,0,-1.75,96.35595273,706000,101.8038,,,,,,,,,,,,,,0,0,57,,,3,130,4,0,,,,,
Kochi,22182,1,0,-4.75,96.35595273,706000,101.8038,,,,,,,,,,,,,,0,0,57,,,1,133,4,0,,,,,
Kochi,22189,0,0,-3.25,97.16278889,706000,102.6924857,,,,,,,,,,,,,,0,0,57,,,1,133,4,0,,,,,
Kochi,22196,1,0,-4.75,97.76791601,706000,103.359,,,,,,,,,,,,,,0,0,57,,,1,134,4,0,,,,,
Kochi,22203,1,0,0.75,97.76791601,706000,103.359,,,,,,,,,,,,,,0,0,57,,,1,135,4,0,,,,,
Kochi,22210,2,0,-1,97.76791601,706000,103.359,,,,,,,,,,,,,,0,0,58,,,2,136,4,0,,,,,
Kochi,22217,2,0,1.25,97.70840916,706000,103.2816714,,,,,,,,,,,,,,0,0,58,,,2,138,4,0,,,,,
Kochi,22224,0,0,-1.75,97.35136803,706000,102.8177,,,,,,,,,,,,,,0,0,58,,,1,139,4,0,,,,,
Kochi,22231,0,0,1,97.35136803,706000,102.8177,,,,,,,,,,,,,,0,0,58,,,0,140,4,0,,,,,
Kochi,22238,2,0,0.25,97.35136803,706000,102.8177,,,,,,,,,,,,,,0,0,58,,,2,140,4,0,,,,,
Kochi,22245,4,0,-2.5,97.35136803,706000,102.8177,,,,,,,,,,,,,,0,0,58,,,3,143,4,0,,,,,
Kochi,22252,83,0,-6,96.957437,706000,101.9126429,,,,,,,,,,,,,,0,0,58,,,61,150,4,0,,,,,
Kochi,22259,124,0,-8.25,96.89178183,706000,101.7618,,,,,,,,,,,,,,1,0,58,,,153,200,4,1,,,,,
Kochi,22266,144,1,-11.75,96.89178183,706000,101.7618,,,,,,,,,,,,,,1,1,58,,,173,323,5,1,,,,,
Kochi,22273,125,1,-11.75,96.89178183,706000,101.7618,,,,,,,,,,,,,,8,4,58,,,159,461,6,8,,,,,
Kochi,22280,61,3,-25.75,96.50366224,706000,101.379,,,,,,,,,,,,,,6,9,58,,,96,582,9,6,,,,,
Kochi,22287,45,3,-19.5,95.98616944,706000,100.8686,,,,,,,,,,,,,,4,5,58,,,75,645,12,4,,,,,
Kochi,22294,38,1,-17,95.98616944,706000,100.8686,,,,,,,,,,,,,,4,4,58,,,52,705,13,4,,,,,
Kochi,22301,53,0,-18.25,95.98616944,706000,100.8686,,,,,,,,,,,,,,5,4,58,,,64,746,13,5,,,,,
Kochi,22308,24,1,-17,95.98616944,706000,100.8686,,,,,,,,,,,,,,4,6,58,,,35,798,14,4,,,,,
Kochi,22315,15,3,-16.5,95.82603573,706000,100.1819,,,,,,,,,,,,,,1,4,58,,,18,827,17,1,,,,,
Kochi,22322,14,0,-14.75,95.82603573,706000,100.1819,,,,,,,,,,,,,,1,1,58,,,17,842,17,1,,,,,
Kochi,22329,8,0,-14.5,95.82603573,706000,100.1819,,,,,,,,,,,,,,1,1,58,,,8,859,17,1,,,,,
Kochi,22336,0,0,-9.25,95.82603573,706000,100.1819,,,,,,,,,,,,,,1,1,58,,,1,866,17,1,,,,,
Kochi,22343,19,1,-13,97.87274344,706000,104.0012,,,,,,,,,,,,,,3,0,58,,,19,866,18,3,,,,,
Kochi,22350,6,1,-6.75,97.87274344,706000,104.0012,,,,,,,,,,,,,,3,3,58,,,13,877,19,3,,,,,
Kochi,22357,3,0,-5,97.87274344,706000,104.0012,,,,,,,,,,,,,,3,3,58,,,10,883,19,3,,,,,
Kochi,22364,2,0,-0.5,97.87274344,706000,104.0012,,,,,,,,,,,,,,3,3,58,,,9,886,19,3,,,,,
Kochi,22371,9,0,-3,97.90477375,706000,103.2461714,,,,,,,,,,,,,,2,2,58,,,15,889,19,2,,,,,
Kochi,22378,23,0,-7.75,97.92879648,706000,102.6799,,,,,,,,,,,,,,1,1,58,,,24,903,19,1,,,,,
Kochi,22385,17,0,-11.75,97.92879648,706000,102.6799,68,68,0,,,,,,,0.005086394,0.005086394,,,1,1,58,,,19,925,19,1,,,,,
Kochi,22392,26,0,-6.5,97.92879648,706000,102.6799,916,916,0,26527,16818,9709,0.010035797,0.00953129,0.01104885,0.012237482,0.012237482,,,2,0,58,,,32,938,19,2,,,,,
Kochi,22399,78,1,-6.5,97.1243472,706000,102.1293571,4177,4177,0,34602,22888,11714,0.009550859,0.008871586,0.011231086,0.019525535,0.019525535,,,2,4,58,,,92,955,20,2,,,,,
Kochi,22406,53,0,-9,95.11322399,706000,100.753,6587,6470,117,37115,24006,13109,0.009063098,0.008148496,0.011407929,0.019308392,0.019498464,0.012545572,,4,3,58,,,77,1024,20,4,,,,,
Kochi,22413,30,0,-13.25,95.11322399,706000,100.753,21852,20721,1131,45924,28322,17602,0.008950029,0.008167872,0.01058023,0.022269577,0.022689421,0.016631374,,3,3,58,,,44,1086,20,3,,,,,
Kochi,22420,116,0,-15.25,95.11322399,706000,100.753,32500,29580,2920,52787,30463,22324,0.008198793,0.00768218,0.00902718,0.013889845,0.013654997,0.016820373,,3,2,58,,,127,1119,20,3,,,,,
Kochi,22427,182,0,-12.75,95.11322399,706000,100.753,60156,55144,5012,59009,33314,25695,0.008016567,0.007477598,0.00884294,0.012072953,0.011829948,0.015598254,,5,4,58,,,218,1210,20,5,,,,,
Kochi,22434,152,1,-11.75,96.92562973,706000,101.9218,92292,82744,9548,63709,35218,28491,0.007717925,0.007263913,0.008364136,0.010254666,0.010215471,0.010607368,,11,6,58,,,198,1381,21,11,,,,,
Kochi,22441,61,0,-11,97.22769735,706000,102.1166,115994,98686,17308,66545,36208,30337,0.007306297,0.006953951,0.007776578,0.0079571,0.007975424,0.00785421,,11,12,58,,,117,1523,21,11,,,,,
Kochi,22448,64,2,-13,97.22769735,706000,102.1166,194981,139857,55124,70205,37803,32402,0.007154841,0.006883089,0.007500321,0.008952381,0.008253411,0.011402364,,7,12,58,,,87,1615,23,7,,,,,
Kochi,22455,72,1,-10.5,97.22769735,706000,102.1166,252462,166113,86349,74857,39972,34885,0.007160324,0.006934884,0.007437354,0.008493673,0.007758089,0.010388537,,6,5,58,,,94,1679,24,6,,,,,
Kochi,22462,54,2,-14.5,96.94009115,706000,101.6751143,304553,190982,113571,78854,42205,36649,0.007191853,0.007060209,0.007349669,0.007981243,0.007447462,0.009075015,,9,7,58,,,81,1744,26,9,,,,,
Kochi,22469,45,1,-11.25,96.7243865,706000,101.344,358971,222963,136008,81315,42903,38412,0.007103291,0.006933485,0.00730306,0.007354489,0.007097522,0.007818538,,4,4,58,,,70,1799,27,4,,,,,
Kochi,22476,59,2,-12.75,96.7243865,706000,101.344,411973,249456,162517,83662,43529,40133,0.007061016,0.006835224,0.007323405,0.007078237,0.00687742,0.007410369,,1,2,58,,,74,1852,29,1,,,,,
Kochi,22483,39,0,-1.75,96.7243865,706000,101.344,463878,274110,189768,85311,43793,41518,0.00706156,0.006782195,0.007382306,0.007066368,0.006888371,0.007340346,,3,1,58,,,61,1904,29,3,,,,,
Kochi,22490,104,0,-7.75,96.7243865,706000,101.2284143,515468,292521,222947,86080,44293,41787,0.007001724,0.006780754,0.007252231,0.006864894,0.006674808,0.007131357,,6,4,58,,,110,1959,29,6,,,,,
Kochi,22497,87,0,-8,,706000,100.5349,515468,292521,222947,86080,44293,41787,0.007001724,0.006780754,0.007252231,0.006864894,0.006674808,0.007131357,,7,7,58,,,109,2047,29,7,,,,,
Kochi,22504,130,1,-13.5,,706000,100.5349,562922,317216,245706,86080,44293,41787,0.007001724,0.006780754,0.007252231,0.006622338,0.006521322,0.006757477,,4,8,58,,,158,2127,30,4,,,,,
Kochi,22511,450,1,-22.5,,706000,100.5349,633349,358786,274563,86080,44293,41787,0.007001724,0.006780754,0.007252231,0.006341251,0.006379435,0.006292038,,3,5,58,,,495,2239,31,3,,,,,
Kochi,22518,564,0,-14.25,,706000,100.5349,680692,378442,302250,86080,44293,41787,0.007001724,0.006780754,0.007252231,0.006231839,0.006206809,0.006263465,,5,2,58,,,723,2575,31,5,,,,,
Kochi,22525,431,0,-16.75,,706000,100.4336143,731999,402684,329315,86080,44293,41787,0.007001724,0.006780754,0.007252231,0.006203466,0.006127583,0.006298849,,9,5,58,,,559,3170,31,9,,,,,
Kochi,22532,218,0,-14.5,,706000,100.3931,776189,420368,355821,86080,44293,41787,0.007001724,0.006780754,0.007252231,0.006095879,0.005937972,0.006293603,,6,10,58,,,313,3634,31,6,,,,,
Kochi,22539,55,0,-12.5,,706000,100.3931,816782,442800,373982,86080,44293,41787,0.007001724,0.006780754,0.007252231,0.005965467,0.005858482,0.006097302,,1,6,58,,,109,3893,31,1,,,,,
Kochi,22546,51,0,-6,,706000,100.3931,852863,458001,394862,86080,44293,41787,0.007001724,0.006780754,0.007252231,0.00593164,0.00582592,0.006059175,,1,1,58,,,58,3995,31,1,,,,,
Kochi,22553,24,0,-8.75,,706000,100.7387429,886625,472929,413696,86080,44293,41787,0.007001724,0.006780754,0.007252231,0.00582622,0.005755189,0.0059096,,1,1,58,,,29,4048,31,1,,,,,
Kochi,22560,9,0,-4.25,,706000,101.1996,886625,472929,413696,86080,44293,41787,0.007001724,0.006780754,0.007252231,0.00582622,0.005755189,0.0059096,,2,1,58,,,15,4071,31,2,,,,,
Kumamoto,21937,0,0,,100.0000005,1757000,102.1029,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kumamoto,21944,0,0,,99.83748716,1757000,101.9395286,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kumamoto,21951,0,0,,99.43120377,1757000,101.5311,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kumamoto,21958,0,0,-4.375,99.43120377,1757000,101.5311,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kumamoto,21965,3,0,3,99.43120377,1757000,101.5311,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kumamoto,21972,2,0,-3.25,98.88250853,1757000,100.8296614,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kumamoto,21979,1,0,-6.25,95.59033708,1757000,96.62103,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kumamoto,21986,0,0,-6.75,95.59033708,1757000,96.62103,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Kumamoto,21993,1,0,-1.25,95.59033708,1757000,96.62103,,,,,,,,,,,,,,0,,,,,5,1,0,0,,,,,
Kumamoto,22000,5,0,0,95.59033708,1757000,96.62103,,,,,,,,,,,,,,0,,,,,7,3,0,0,,,,,
Kumamoto,22007,7,0,-4.5,90.09954726,1757000,93.84707286,,,,,,,,,,,,,,0,,,,,17,3,0,0,,,,,
Kumamoto,22014,8,1,-10,87.90323133,1757000,92.73749,,,,,,,,,,,,,,0,,,,,23,4,1,0,,,,,
Kumamoto,22021,13,0,-17.75,87.90323133,1757000,92.73749,,,,,,,,,,,,,,0,,,,,32,6,1,0,,,,,
Kumamoto,22028,7,0,-21.5,87.90323133,1757000,92.73749,,,,,,,,,,,,,,0,,,,,33,11,1,0,,,,,
Kumamoto,22035,0,1,-22,86.6181383,1757000,92.36942429,,,,,,,,,,,,,,0,,,,,32,13,2,0,,,,,
Kumamoto,22042,1,1,-22,84.90468093,1757000,91.87867,,,,,,,,,,,,,,2,,,,,27,18,3,2,,,,,
Kumamoto,22049,0,0,-18.5,84.90468093,1757000,91.87867,,,,,,,,,,,,,,1,1,46,,,10,35,0,1,,,,,
Kumamoto,22056,0,0,-14.5,84.90468093,1757000,91.87867,,,,,,,,,,,,,,0,0,48,,,8,37,3,0,,,,,
Kumamoto,22063,0,0,-13.25,84.90468093,1757000,91.87867,,,,,,,,,,,,,,0,0,48,,,2,43,3,0,,,,,
Kumamoto,22070,0,0,-12,91.7073912,1757000,98.55966,,,,,,,,,,,,,,0,0,48,,,1,44,3,0,,,,,
Kumamoto,22077,0,0,-16.75,91.7073912,1757000,98.55966,,,,,,,,,,,,,,0,0,48,,,0,45,3,0,,,,,
Kumamoto,22084,0,0,-9,91.7073912,1757000,98.55966,,,,,,,,,,,,,,0,0,48,,,0,45,3,0,,,,,
Kumamoto,22091,1,0,-9.25,91.7073912,1757000,98.55966,,,,,,,,,,,,,,0,0,48,,,1,45,3,0,,,,,
Kumamoto,22098,0,0,-15,92.47926565,1757000,97.17948143,,,,,,,,,,,,,,0,0,48,,,0,46,3,0,,,,,
Kumamoto,22105,0,0,-20,92.78801542,1757000,96.62741,,,,,,,,,,,,,,0,0,48,,,0,46,3,0,,,,,
Kumamoto,22112,1,0,-9.25,92.78801542,1757000,96.62741,,,,,,,,,,,,,,0,0,48,,,1,46,3,0,,,,,
Kumamoto,22119,31,0,-9.75,92.78801542,1757000,96.62741,,,,,,,,,,,,,,0,0,48,,,22,47,3,0,,,,,
Kumamoto,22126,156,0,-10.25,93.01220547,1757000,97.12069857,,,,,,,,,,,,,,0,0,59,,,182,52,3,0,,,,,
