prefecture,year,month,positive,death,population,FujiiKasaigdo,Fujiigdo,FujiiKasaigdp,Fujiigdp,rdei,mobility,creditall,creditservice,pos,travel,eventticket,restaurantinfo,joboffer,eventinfo,travelinfo,movieinfo,departsuper,conveni,kaden,drugstore,Kasaiiip,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBservice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Kumamoto,2021,4,644,4,1757000,,,,,,-9.75,,,1.92,,,-37.52,3.5555556,,,,,,,,,41.1,33.3,50,46.3,27.8,48,38.4,25,46.7,38.2,,39.2,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumamoto,2021,5,571,5,1757000,,,,,,-9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2020,1,1,0,2591000,102.05053,102.04228,100,100.0000003706223,100,,-3,-2.5,1.75,-11,-8.4703947,-9.103530562326563,-.41666666,-4.21155460213672,.9413823212099767,.8456009687706484,-2.5,2.8,-2.1,12.6,89.09999999999999,,,,,,,,,,,,,,24.24829828385877,618,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2020,2,1,0,2591000,98.760567,100.27562,96.28273,99.2678543414078,97.269547,-2.25,-3,-2.5,4.8888888,-22,15.1647287,-13.95505478478437,13.62963,11.49264674413285,2.317848951340497,-1.579202635834192,-7.3,1.7,-2.2,18.7,80.3,35.1,66.7,50,54.9,50,31.8,26.4,31.3,35.7,43.2,50,42.3,33.5,-29.60504012472865,636,2554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2020,3,67,0,2591000,96.067299,96.660431,93.945801,95.12352951115558,94.328194,-4.5,-4.5,-3.5,10,-66,-97.146208,-26.83113206711869,4,-.840776263140007,-4.76067686536201,-10.06991053420006,-18.1,-7.4,-16,4.2,82,28.6,50,41.7,37.1,29.2,27.4,22.8,26.7,45.2,32.8,33.3,33.8,27.6,27.69035626199124,842,3192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2020,4,251,10,2591000,89.819199,90.008949,87.41571,87.30835799342138,87.84919,-26,-12.5,-14.5,14.066667,-97,-98.8698243,-76.21471994353365,-14.766666,-63.53648204726188,-35.70426789918292,-25.03473930510484,-39.2,-15.8,-19.1,4.8,80,21.5,,50,33.3,20.8,20.3,16,21.7,40.5,21.6,0,26.5,20.5,-26.99519677237151,423,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2020,5,38,7,2591000,86.424751,87.912888,82.004395,84.44173188319014,86.636887,-27.5,-14.5,-20,11.25,-99,-99.7247247,-67.94196244545198,-29.75,-68.0495314118907,-42.569668780335,-22.87632566272761,-35.5,-15.4,-6.5,3,67.40000000000001,22,33.3,41.7,28.7,24.1,21.2,16.2,26.7,35.7,24.3,33.3,27.3,21.1,37.86255051524424,436,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2020,6,23,1,2591000,93.846306,94.735512,89.821625,91.05405834581524,93.301384,-16.5,-10,-14.5,9,-87,-99.82315610000001,-37.16932925332507,-29.75,-53.36336713173689,-17.14719984578828,-37.86019891174881,-13,-11.2,14.6,1.3,73.40000000000001,23.3,16.7,41.7,35.1,16.7,20.4,17.6,21.4,38.9,30.2,33.3,29.3,22.1,-41.13679437051325,545,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2020,7,406,2,2591000,94.256981,95.07856,90.130104,92.26433588110653,91.910454,-16.75,-6.5,-8.5,5.6129031,-65,-99.3548387,-30.62881089839482,-30.290323,-60.90946263993223,-11.25107450099312,-50.4766296964585,-11.7,-12.7,9.800000000000001,2.3,74.09999999999999,26,,41.7,29,28.6,23,21.8,20,47.2,35.4,33.3,34.2,24.3,-56.67268673089077,759,2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2020,8,665,3,2591000,95.243813,96.190735,90.053459,92.43617016741426,93.89299,-17.75,-5,-8.5,7.75,-53,-83.5523669,-40.27600177724652,-27,-63.00581659013726,-14.6952753794645,-39.18386874311561,-10.5,-8.9,5.7,8.4,72.90000000000001,25.5,,16.7,31.5,29.6,22.8,20.4,30,50,32.4,33.3,29.8,24.5,10.64526161415409,621,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2020,9,310,2,2591000,97.780869,98.005814,93.447701,94.44650393509623,95.398621,-13.625,-5.5,-5.5,-1.2592592,-19,-92.4090394,-23.28541296271001,-30.25926,-48.73136502688873,-.9957717371507832,-12.80598009351965,-20.9,-6.4,-31.8,-13.9,79.3,28,33.3,41.7,40.1,31.3,24.3,23.1,30,38.1,34.3,33.3,32.2,27.1,11.94788528864387,718,2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2020,10,284,5,2591000,99.108643,98.942177,96.383766,96.22069020053537,95.395439,-8.25,1,-1,3.5806451,36,-84.3821209,-15.54901415398271,-29.129032,-63.09458134632661,45.97802974640938,9.636311022863492,-.6,-4.1,16.3,7.5,84.8,29.7,,41.7,34.7,31.5,30,24.2,30.6,44.4,33.3,33.3,32.5,29.1,-28.8406696817259,742,2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2020,11,625,9,2591000,98.571953,98.451965,96.09288,96.01897345305422,94.647804,-4.875,-3.5,-7,0,82,-28.4550231,-18.10492454021547,-20.5,-21.882219525941,31.42826497060539,13.32320462157381,-9.199999999999999,-2,13.6,0,84.5,33.1,33.3,50,39.1,31.3,33.3,26.3,27.8,45.2,40.3,33.3,37.1,32.2,22.82289600142721,812,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2020,12,2132,14,2591000,99.276497,98.205238,97.004105,95.08905734351116,95.099899,-14.25,-9,-13.5,5.032258,5,-76.5773669,-41.31916996056502,-20.806452,-3.229670897996566,6.493653548763611,-8.152186522926126,-8.699999999999999,-5.7,8.800000000000001,2.3,88.8,34.1,33.3,50,37.3,30.6,35.5,29.3,16.7,56.7,35.9,50,37.7,33.2,22.41553233158848,689,2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2021,1,3644,66,2591000,,,94.685692,95.40992932043532,,-26.5,-11,-16.5,5.5,-83,-89.097188,-59.50324456371435,-3,-.6468594366003154,-29.04263743034165,-5.753248866609344,-16.3,-9.1,5.5,-3.3,85.3,32.3,41.7,50,34.7,22.2,35.1,24.5,29.2,42.9,38.2,50,36.2,31.4,-24.77757325008342,683,2134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2021,2,616,37,2591000,,,93.998978,95.09026571860791,,-22.625,-12,-17.5,3.25,-83,-75,-55.45395804782321,-6.5,-52.29939531683356,-40.01443304924819,-1.39918191006769,-5.9,-9.800000000000001,4.8,-9.9,83,35.2,33.3,50,36.4,35.7,38.7,28.1,29.2,42.9,39.1,33.3,37.7,34.6,-25.64727096728251,714,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2021,3,454,13,2591000,,,,,,-12.75,-4,-5.5,-1.5,,-45,-42.43039949975225,-18.25,-11.18239497399885,-15.44421585706853,26.42826464627513,,,,,,36.9,58.3,50,35.4,38.9,41.9,30.4,20,44.4,38.5,16.7,41.5,35.9,-3.448980611727265,915,3490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2021,4,2996,18,2591000,,,,,,-15.375,,,4.1999998,,,-57.56,-13.388889,,,,,,,,,36.8,50,41.7,35.8,36.1,42.3,29.9,22.2,50,37.5,50,41.7,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyoto,2021,5,1204,6,2591000,,,,,,-35.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mie,2020,1,1,0,1791000,102.05053,102.04228,100,100.0000002033948,100,,2,-1.5,8.083333,-3,188.0921895,5.555214460515365,-11.083333,.6407411795620086,7.57961641556816,9.874418090473206,1.8,-1.4,-2.8,8.9,106.1,,,,,,,,,,,,,,11.58906487225752,658,2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mie,2020,2,0,0,1791000,101.12914,100.74172,100.13571,99.39242387730658,98.058525,-2.25,-5,-7,6.0370369,-6,90.81967210000001,1.409713243449622,3.0370371,-2.921688063393953,3.020535213675481,1.759668629645193,7.9,.5,3.9,22.2,107.1,39.3,33.3,33.3,43.3,33.3,38.6,40.4,28.6,38.1,43.1,,46.9,38,27.34058412010698,691,2896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mie,2020,3,10,0,1791000,94.205742,94.802452,93.777077,94.96154556026828,90.848587,-6.75,-9,-5.5,7.75,-65,-94.8113208,-14.80714765684769,1.75,-5.204945247480899,.9056291585601475,-14.58248511286642,3.6,-7.2,-8.1,8.199999999999999,98.5,32.7,16.7,33.3,40.6,25,28.1,36.6,33.3,27.8,32.2,,31.7,32.8,-32.19104350006691,857,3647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.5,,,
Mie,2020,4,34,1,1791000,90.108002,88.257835,89.274109,85.1955645248395,86.554314,-21.5,-4,-1,16,-96,-100,-60.4677459704236,-15.133333,-72.3526886773583,-32.27885678944727,-27.82273492580572,3.8,-12.1,-3.1,16.7,98.3,25.7,33.3,16.7,31.3,11.1,23.4,27.6,16.7,26.7,31.9,,37.8,24,-18.36458280759224,477,1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.59999999999999,,,
Mie,2020,5,0,0,1791000,86.277641,84.466576,84.675034,80.69288984016131,83.679192,-23.5,-7.5,-7,10.75,-99,-100,-43.79038752894131,-32.25,-77.24902004360433,-32.16722921608978,-24.41311399450137,9.800000000000001,-10.7,14.1,12.4,89.5,23.4,66.7,16.7,32.2,16.7,18.5,24.7,28.3,20.8,23.3,16.7,32.4,22,-24.80243691612088,407,1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.7,,,
Mie,2020,6,1,0,1791000,92.239784,90.33754,91.264915,87.07370207267135,88.723274,-12.75,-5,-2,6.75,-82,-100,-13.03872227544866,-32,-54.23454945451176,-19.49559599260202,-40.39376780348594,8.6,-5.4,25.9,7.1,93.90000000000001,28,33.3,16.7,34.4,33.3,21.3,35.3,40,18.8,24.4,33.3,28.1,27.9,-18.36994299292343,627,2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,,,
Mie,2020,7,55,0,1791000,92.989082,92.131989,91.132347,90.00756106021241,88.459473,-14.75,-7,-8.5,8,-57,-100,-5.9198165377471,-31.451612,-59.83891378515309,-6.641468070642875,-48.18730590963818,7.3,-8.199999999999999,7.5,6.2,94.40000000000001,27.3,33.3,16.7,33.3,33.3,21.8,31.7,31.9,25.8,26,50,29.2,26.9,19.26042876860596,710,2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.59999999999999,,,
Mie,2020,8,279,1,1791000,96.301918,93.952522,95.220291,91.223859057426,90.769699,-14,2,-1.5,8.5,-40,-99.6036988,-28.56364306605889,-28.5,-59.29073019542621,-23.92146931014696,-40.24034109645645,8.5,-6.1,5.3,13.5,102.7,30.2,,16.7,36.8,50,25.9,32.2,41.7,19.7,28.6,50,38.9,28.9,17.84075101090308,560,2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8,,,
Mie,2020,9,129,5,1791000,96.811531,95.556084,95.719078,93.84465351434879,91.255135,-12,-1,-3,-2.7407408,22,-75.1512623,-7.235010528754709,-31.74074,-54.02891385366523,-12.01428970977464,-14.0563551559517,-3.4,-4.1,-32.5,-9.800000000000001,101.7,33.5,33.3,16.7,38.9,45.8,30.1,35.1,41.7,27.1,29.8,33.3,39.5,32.4,65.16243635195585,800,3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.6,,,
Mie,2020,10,56,0,1791000,97.771545,97.64814,96.309685,96.22786373924787,92.882179,-8.75,1,1,12.16129,70,-92.626698,-1.683381066145566,-32,-67.61201344283988,24.55412615703984,23.45950643707352,8.4,9.5,34,9.699999999999999,101.5,32.7,33.3,33.3,38.9,27.8,32.1,35.3,36.7,19.4,31,50,37.3,31.9,31.61149658849328,791,2606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8,,,
Mie,2020,11,293,0,1791000,97.655182,97.263451,96.394028,95.79237174587938,92.572662,-8.125,3.5,3,4.75,93,-72.3534757,-4.06484170348603,-23.75,-13.1876922641617,16.9544852516013,26.55972421762982,4.8,4.6,19.8,5.3,101.9,37.5,50,33.3,37.9,41.7,36.7,35.1,52.1,38.3,35.4,,41.7,36.8,-36.56245303094563,881,2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,
Mie,2020,12,433,11,1791000,97.885101,96.726784,96.795052,94.70913966575471,92.616554,-13.5,-3.5,-3,7.0967741,40,-99.32084570000001,-26.02340326438977,-20.290323,-4.096307633962295,-2.568039768993822,-5.386047116149825,3.5,1.1,14.9,7.9,103.8,36.7,33.3,,34.5,33.3,36.3,38.7,51.9,26.7,35.3,,43,35.6,68.87027655793545,648,2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3,,,
Mie,2021,1,897,12,1791000,,,96.757538,95.16020785331192,,-22,-2.5,-6.5,7,-69,-93.34186939999999,-38.23988848550166,-16,8.749596238731097,-26.3014713880554,-2.090109052749943,4.1,-2.6,15,5.5,105.8,34.1,,,28.2,44.4,35.2,35.3,40,31.8,29.4,50,39.6,33.3,-14.68164781370766,681,2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2,,,
Mie,2021,2,340,23,1791000,,,97.433968,94.47902002451276,,-19.875,-3,-5.5,4.25,-79,-88,-34.48272692086793,-20.25,-54.34861962297754,-39.03185783771206,1.488284777401549,1,1.6,7,-7.1,106.4,34.8,50,,38.5,44.4,36.9,30.7,40.9,33.3,25,,43.3,33.5,26.19378022842396,760,3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.5,,,
Mie,2021,3,225,17,1791000,,,,,,-12.25,-11,-6.5,5,,-89,-26.93161141900475,-19,-14.43646967210763,-20.46865872474215,31.25028934237497,,,,,,37.9,33.3,,32.3,41.7,41.3,39.7,38.9,33.3,32.4,,42.6,37.2,8.362957870961395,949,3993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.9,,,
Mie,2021,4,1012,11,1791000,,,,,,-12.875,,,8.04,,,-35.36,-19.888889,,,,,,,,,38.3,16.7,,33.3,44.4,41,42,38.9,41.7,29.2,,41.7,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mie,2021,5,381,8,1791000,,,,,,-19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,2020,1,0,0,2316000,102.05053,102.04228,100,100.0000002626407,100,,-1.5,.5,7.25,28,-5.2432091,1.632281229066862,4.8333335,-4.014980327435071,6.625511307755986,7.397439107264208,-2.5,.5,-.3,7.5,106.5,,,,,,,,,,,,,,-39.518533889622,563,2180,,,,,,,,,,,,,,,,,,,,,,,,,643.0786268000001,,25,,,,.086847962,,,-11.2
Miyagi,2020,2,1,0,2316000,100.37228,100.23212,99.889267,99.63046461191202,96.821663,.25,.5,.5,5.7037039,50,-4.6254989,-7.297594201210047,3.074074,-5.426334733772819,2.389378030927468,1.223128633270901,3.4,3.6,6.5,21.4,107.3,37.1,16.7,16.7,43.9,33.3,31.3,35.1,33.3,31.7,41.4,16.7,42.4,36.3,24.20261959949259,593,2394,,,,,,,,,,,,,,,,,,,,,,,,,-54.68440419,,-35.71428571,,,,-15.68957757,,,-7.7
Miyagi,2020,3,6,0,2316000,97.397202,97.582573,95.863388,96.2421275021761,95.01696,-5,-5.5,-4,5.5,-40,-99.7005338,-23.00975164092745,-3.25,.4989588100428947,-9.850014240595948,-7.99049072972234,-4.8,-4.9,-7.1,17.7,101.3,31,0,33.3,39.9,19.2,27.8,29.7,21.7,28.3,32.6,0,35.2,30.4,8.466106324011704,807,3061,,,,,,,,,,,,,,,,,,,,,,,,,-35.80246914,,42.85714286,,,,4.192427667,,,-8.300000000000001
Miyagi,2020,4,81,0,2316000,93.92244,93.341347,90.814697,89.18551639548788,92.456879,-20.25,-9,-10,12.9,-95,-99.79507700000001,-70.23719315504187,-13.433333,-48.66506516828842,-43.94036048329998,-20.04108159818731,-10.4,-9.699999999999999,-11.8,15.9,100.7,24.3,0,50,32.6,16.7,20.4,21,12.8,25.6,27.7,0,27.8,23.9,-12.58910502888835,366,1402,,,,,,,,,,,,,,,,,,,,,,,,,-58.9,,60,,,,16.9,,,-27.3
Miyagi,2020,5,0,1,2316000,91.870605,91.053711,88.293053,86.21590417776783,90.974754,-18.75,-8.5,-13,4.25,-98,-99.41390989999999,-54.98133593071162,-28,-78.26469497306583,-47.79011716696473,-18.65792563191697,-5,-8.9,8.1,10,96.7,23.4,16.7,66.7,29.6,21.4,19.9,24.1,12.1,15.2,23.7,0,25.9,23.1,52.57099758656571,315,922,,,,,,,,,,,,,,,,,,,,,,,,,-62.2,,-57.1,,,,-2.3,,,-42.7
Miyagi,2020,6,6,0,2316000,94.668442,95.120369,92.377434,92.75455312128493,92.349815,-8.625,-9.5,-13.5,5.25,-85,-99.9077837,-31.79087714670277,-27.5,-61.41733914781263,-28.03045939790574,-35.03348879648701,1,-2.3,30.1,13,92.59999999999999,27.1,50,,35.1,24.4,16.7,27.8,31.7,15,29,16.7,26.2,27.3,-23.60371636981267,599,1937,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,36.4,,,,10.5,,,-19
Miyagi,2020,7,66,0,2316000,93.858521,94.460419,91.68013,93.38654655546918,89.590858,-10.25,-5.5,-4.5,3.7419355,-58,-99.132582,-29.63794464977627,-24.387096,-56.91631337221148,-21.54587789312697,-47.9731153189685,-1.9,-7.5,12.1,9.4,91.3,29.3,33.3,33.3,35.5,30.8,21.6,28.8,33.3,19.7,30.6,16.7,29.3,29.3,-24.80965249182884,597,2289,,,,,,,,,,,,,,,,,,,,,,,,,-62,,-41.2,,,,-9.1,,,-11.8
Miyagi,2020,8,47,1,2316000,94.939362,96.58902,90.522881,94.26510747601498,92.835564,-6.75,-10,-15.5,3.25,-22,-97.0357929,-36.38214952662164,-18.25,-66.56463601499631,-23.71364326033106,-35.70115096602928,.1,-4.6,5.5,9.199999999999999,85,29.7,33.3,33.3,38.7,20.8,24.5,26.4,23.6,25.8,33.3,16.7,28.2,29.9,-10.66201274675356,500,1698,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,-35.7,,,,41.7,,,-12.4
Miyagi,2020,9,199,0,2316000,96.566612,97.614418,93.404762,95.99053862553269,93.09642,-6.625,-10.5,-12.5,-6.1111112,3,-84.3535266,-25.5715698244055,-22.444445,-63.07787483617096,-12.63504754801738,-6.092126095712725,-8.699999999999999,-1.8,-32.4,1.8,91.8,33.2,16.7,33.3,40.7,30.3,26.5,31,28.3,30,36,25,29.8,33.7,-5.266776373203115,684,2426,,,,,,,,,,,,,,,,,,,,,,,,,-90.3,,-42.1,,,,54.6,,,-14.8
Miyagi,2020,10,320,0,2316000,97.754425,98.378029,95.871429,97.23628082586458,93.287308,-3.75,-5.5,-9.5,3.5483871,64,-90.40921969999999,-19.83248638934422,-18.903225,-66.07952178264817,31.07273187705511,15.75475062478848,5.9,-4.2,28,3.6,97.90000000000001,33.6,33.3,50,40.8,30.3,28.1,29.2,25.9,28.8,38,33.3,37.7,33,-13.76412557362062,669,2409,,,,,,,,,,,,,,,,,,,,,,,,,-59.6,,-33.3,,,,43.1,,,25
Miyagi,2020,11,484,8,2316000,98.353195,98.935783,95.708565,96.99494911875266,94.608818,-4.625,-5,-8,-1,99,-82.00373399999999,-30.44895136824119,-10,-30.25248990763472,22.27087947948005,10.96101037065473,0,-3.9,19.8,13.3,98,35.5,50,66.7,41.7,28.2,30.5,33,24.1,33.3,39.7,33.3,40.1,34.8,-3.508890181063123,786,2249,,,,,,,,,,,,,,,,,,,,,,,,,-55.2,,0,,,,21.8,,,-7.7
Miyagi,2020,12,981,6,2316000,97.399109,98.394516,94.400276,96.48460086486737,94.070915,-12.25,-6.5,-10,1,30,-83.82703189999999,-45.47598159969186,-14.32258,-16.86334694046698,-1.92144208863395,-14.27956040897429,-.1,-3.3,8.300000000000001,7.3,94.59999999999999,36.5,50,33.3,42.9,31.8,34.4,31.3,25.9,34.7,40.6,25,35.5,36.6,-20.82476739913885,641,1956,,,,,,,,,,,,,,,,,,,,,,,,,-90.7,,-55.6,,,,-29.7,,,4.9
Miyagi,2021,1,1218,6,2316000,,,96.76857,96.45465964990458,,-21,-11,-16.5,2.75,-67,-60.9759949,-45.02943799614253,-1.75,-5.797540485448756,-31.37220054517195,-12.57010037246581,-3.5,-2.5,-1.5,6.7,105.6,34.6,33.3,66.7,44,29.2,32.3,30.7,29.6,25,33.7,25,38.9,33.9,-14.48814873402841,569,2181,,,,,,,,,,,,,,,,,,,,,,,,,-95.8,,-50,,,,15.3,,,.2
Miyagi,2021,2,214,3,2316000,,,95.71151,95.95381515256263,,-17.25,-4.5,-4,0,-68,-77,-44.76236417611693,-4.5,-51.5855608215067,-41.31626257931703,-.0003449909307848,-6.2,-5.2,8.5,-4.1,102,34.9,16.7,50,41.8,34.8,32.3,32.6,27.8,26.7,35.8,25,36.3,34.7,-32.04742220403935,642,2439,,,,,,,,,,,,,,,,,,,,,,,,,-95.59999999999999,,-66.7,,,,-20.8,,,-4.6
Miyagi,2021,3,2412,6,2316000,,,,,,-11.75,-7.5,-7.5,-3.5,,-94,-48.71895191097097,-9.75,-1.112186464028476,-19.44640404807825,42.19254509821599,,,,,,36,16.7,50,41.3,27.8,36.5,32.6,30,29.2,39,25,37.2,35.8,33.46422637252689,928,3292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,2021,4,2007,35,2316000,,,,,,-12.5,,,1.3200001,,,-58.56,-10.444445,,,,,,,,,36.9,16.7,50,44.6,29.6,32.8,34.8,22.9,31.5,40.1,25,41.7,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,2021,5,297,8,2316000,,,,,,-14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyazaki,2020,1,0,0,1081000,102.05053,102.04228,100,99.99999916033703,100,,-2,-3.5,-1.9166666,-14,42.2750424,1.456149692221463,-1.4166666,-3.514950707970049,-.7982951193809228,2.217913387916151,2.2,.8,.8,0,92.59999999999999,,,,,,,,,,,,,,22.55006384629641,443,1275,,267006,,,,,,,,,,,,,,,,,,,0,,,267,,,,,,7220,,,,
Miyazaki,2020,2,0,0,1081000,100.22086,100.15311,99.519661,99.40276898525887,96.894516,1.25,3,1.5,3.8518519,-14,-56.5425532,1.559360528414025,-15.555555,-2.10185040377147,.2826224388894974,2.850036428294478,5.3,3.7,7.6,14.7,92.59999999999999,40.8,,,,,41.7,,,,,,50,39,6.236126653583952,516,1493,,257907,,,,,,,,,,,,,,,,,,,.3,,,256,,,,,,6769,,,,
Miyazaki,2020,3,3,0,1081000,97.048302,96.828262,96.131218,95.71532386413038,94.065346,-6.5,-4.5,-5,2.5,-64,-97.68518520000001,-13.46608316975742,2.75,-10.08577279712316,-13.88266719558599,-10.76945011196895,-10.5,-5.4,-4.3,5.6,90.40000000000001,33.1,,,,,25,,,,,,33.3,33,-18.6594052222232,524,1884,,137054,,,,,,,,,,,,,,,,,,,.1,,,384,,,,,,14782,,,,
Miyazaki,2020,4,14,0,1081000,94.727562,94.266808,90.423874,89.02460698817372,94.418732,-13.5,1.5,5,7.7333331,-95,-99.7070313,-52.74326553034972,-7.8666668,-75.08054143411846,-38.89583786033045,-24.8436410024376,-16.8,-8.6,-2.8,13.2,88,25.7,,,,,24.1,,,,,,28.3,25.2,23.11661759636701,330,886,,27685,,,,,,,,,,,,,,,,,,,.1,,,120,,,,,,16301,,,,
Miyazaki,2020,5,0,0,1081000,91.092186,90.939034,87.064659,86.28327604352903,90.684212,-17.25,-7.5,-7,1.75,-97,-100,-35.51462443318748,-19.75,-70.15982617018516,-49.95483581556154,-15.90835375436713,-7.6,-6.5,16.6,9,81.8,30.2,,,,,19.7,,,,,,29.6,30.2,-42.27649238268975,282,599,,16243,,,,,,,,,,,,,,,,,,,-.5,,,763,,,,,,11427,,,,
Miyazaki,2020,6,0,0,1081000,95.36216,95.311775,93.268021,92.66397399624141,92.812874,-12.875,.5,-3,2.75,-81,-100,-11.6758854217003,-15.5,-58.83027595577878,-27.84049274673395,-35.51602658719804,-.7,-1.2,28.7,7.2,83.90000000000001,31,,,,,24.1,,,,,,31.7,30.8,-32.79904981900989,421,1156,,48770,,,,,,,,,,,,,,,,,,,.2,,,117,,,,,,17526,,,,
Miyazaki,2020,7,124,0,1081000,96.506783,96.835083,92.321625,93.51329429557867,94.064018,-13,5,7,.96774191,-55,-100,-13.67071603367766,-14.870968,-58.49123536957613,-23.53466662507233,-45.92225394021246,-1.8,-3.2,8.4,7.2,81.90000000000001,34.1,,,,,26.4,,,,,,36.7,33.6,-21.8236692382459,534,1405,,82605,,,,,,,,,,,,,,,,,,,.5,,,42,,,,,,23264,,,,
Miyazaki,2020,8,217,1,1081000,95.827499,96.404442,92.410484,94.07988480424869,92.663254,-13.125,-2,-2.5,.75,-53,-100,-43.15892114510974,-6.5,-65.51358466255552,-44.11235479458579,-40.05631147230772,-5.8,-3.1,15.5,10.5,80.5,30.9,,,,,24.2,,,,,,33.3,30.4,1.217309335000166,387,1199,,71379,,,,,,,,,,,,,,,,,,,.4,,,70,,,,,,14297,,,,
Miyazaki,2020,9,7,0,1081000,99.229271,98.741783,96.165405,95.79251093903439,95.478241,-8.25,-5,-8,-4.3333335,51,-99.29078010000001,-25.10137191266526,-11.888889,-59.2436159344326,-22.55194305352605,-12.3929410827156,-14.3,-.8,-34.7,-4,88.09999999999999,36.3,,,,,25,,,,,,40.3,35.5,24.32701157285055,527,1545,,82201,,,,,,,,,,,,,,,,,,,-.3,,,62,,,,,,15297,,,,
Miyazaki,2020,10,2,0,1081000,101.72821,100.62132,99.074371,97.09425061664525,97.773796,-1.5,8,7,-1.5806452,62,-90.212766,-13.18853727085279,-9.0645161,-68.7400015400397,14.45464243548475,19.77932082202703,8.4,-2,39.1,10.8,94,39.7,,,,,34.6,,,,,,47,38.3,-24.63115354607309,469,1316,,108232,,,,,,,,,,,,,,,,,,,-.3,,,862,,,,,,16424,,,,
Miyazaki,2020,11,135,0,1081000,99.734619,98.480003,98.796478,96.52705242534465,94.194016,-1.75,8,8.5,.5,87,-12.8598848,-15.58147012259549,.75,-25.68895048685208,1.412870494576518,34.17071974395814,-8.300000000000001,.9,27.7,7.9,94,38.4,,,,,30.6,,,,,,50,36.3,-36.11970785007287,596,1309,,146242,,,,,,,,,,,,,,,,,,,-.9,,,330,,,,,,7411,,,,
