prefecture,year,month,positive,death,population,FujiiKasaigdo,Fujiigdo,FujiiKasaigdp,Fujiigdp,rdei,mobility,creditall,creditservice,pos,travel,eventticket,restaurantinfo,joboffer,eventinfo,travelinfo,movieinfo,departsuper,conveni,kaden,drugstore,Kasaiiip,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBservice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Miyazaki,2020,12,255,7,1081000,100.87579,99.637444,98.308624,96.07254917409405,96.890076,-7.75,1,.5,.96774191,50,-98.9003881,-37.55411694476499,-4.516129,-26.20307836190014,-14.62874414773261,-10.18622045075896,-3.7,-.9,19.6,6.7,93.7,38.2,,,,,32.1,,,,,,43.9,37.2,-25.6593826422596,478,1161,,109282,,,,,,,,,,,,,,,,,,,-1,,,361,,,,,,14242,,,,
Miyazaki,2021,1,1063,12,1081000,,,96.726128,95.95306824814675,,-21.75,-3,-4,2,-72,-100,-53.9060149049364,-1.5,-25.2482774928232,-41.6532635793929,-17.74975767855645,-13.6,-3,20.6,8.5,92.2,34,,,,,26.4,,,,,,38.3,33.3,36.31904664569447,421,1404,,57238,,,,,,,,,,,,,,,,,,,.1,,,252,,,,,,8220,,,,
Miyazaki,2021,2,127,1,1081000,,,98.455238,95.63386922606394,,-14.875,7.5,7,1.75,-85,-93,-44.65955736521551,-8.5,-62.94706618681492,-49.841542741616,1.558953102761304,-9.1,-6.2,9.6,-8.300000000000001,96.7,35.1,,,,,33.3,,,,,,41,33.7,12.50679346443277,528,1609,,52095,,,,,,,,,,,,,,,,,,,-.3,,,,,,,,,,,,,
Miyazaki,2021,3,15,1,1081000,,,,,,-2.5,-7,-7,.75,,50,-31.02708037438003,-1,-20.17144295861603,-29.31440169470415,35.20567851848673,,,,,,41.2,,,,,40.3,,,,,,42.6,41,71.17233247070828,648,2095,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
Miyazaki,2021,4,246,0,1081000,,,,,,-5.875,,,.47999999,,,-36.84,2.3333333,,,,,,,,,42.6,,,,,43.6,,,,,,46.7,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyazaki,2021,5,347,1,1081000,,,,,,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagano,2020,1,0,0,2063000,102.05053,102.04228,100,100.0000003538786,100,,-3,-1,2.1666667,-2,-62.6878367,3.064564891051117,-2.8333333,-2.82715294106654,7.545188874931579,3.94985253611658,-.4,1,.2,5,109.8,,,,,,,,,,,,,,-3.369080959062671,987,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.2
Nagano,2020,2,2,0,2063000,99.946884,100.80169,97.636536,99.32775700289388,98.240707,-2,-3,-8,8.0370369,15,-79.8335975,-4.679129914590591,-1.7407408,-.9943409615892038,.907569207338645,-5.010288936773635,5.4,4.1,7.4,21.5,105,33.6,33.3,50,44.1,,30,30.9,36.9,29.6,39.5,25,39.8,32.6,-1.052005055399945,1117,3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.6
Nagano,2020,3,6,0,2063000,96.851707,97.017784,93.813217,94.1540798867568,95.998055,-7,-4,-6.5,12.5,-54,-99.8850575,-19.27236454848662,2.25,19.21766113467498,-16.8103974270294,-16.22008561767098,-1.5,-4.8,-5.6,7.4,103.8,28.7,16.7,38.9,39.5,50,26.9,26.4,28.1,22.2,29.6,0,35.8,27.7,2.146401862317248,1608,4461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.9,,,-8.800000000000001
Nagano,2020,4,58,0,2063000,91.578186,90.717033,88.592278,86.4305553861962,90.104927,-19.375,-9,-7.5,12.9,-96,-99.993498,-64.93739422787726,-14.333333,-58.01939182258223,-41.79211112950278,-20.65881347681768,-4.7,-9.1,.5,12.9,103.7,24,16.7,38.9,32.4,,22.7,23.2,22.8,17.9,23.3,16.7,27.1,23.5,-10.80490595438795,848,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.7,,,-28.4
Nagano,2020,5,10,0,2063000,86.504745,86.817261,82.737,82.88616707310699,86.060356,-20.75,-5,-4,13.5,-99,-98.45991069999999,-53.70740255006199,-30.75,-80.6699870709201,-42.59537785580117,-11.7257298523184,-1,-9.9,17.6,5.6,90.3,23.4,16.7,38.9,35,,20.4,22.5,22.8,20.5,23.7,8.300000000000001,32.5,22,-23.87471242989267,669,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,,,-44.6
Nagano,2020,6,1,0,2063000,91.418762,92.564751,87.877853,89.62286465001139,90.50827,-8.375,-2.5,-2,11.75,-71,-100,-25.23785301188514,-29,-68.17215351582327,-15.9094200346661,-30.67461094322399,2.3,-3.4,37.9,10.5,89.90000000000001,24.7,16.7,37.5,38.3,,20.5,21.2,26,25.8,29.2,0,32.5,23.5,12.24614945988705,1052,2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.8,,,-19.9
Nagano,2020,7,28,0,2063000,92.255737,93.37986,88.235832,90.94460623542196,89.939667,-9.25,2.5,3,4.6774192,-34,-100,-19.82160447696669,-28.354839,-57.41170042334593,-17.89774257810213,-43.69997561960543,-1,-7.1,11.7,8.1,91.2,25.5,0,37.5,38,,21.2,23.8,32.1,24.2,28.9,8.300000000000001,28.6,25.1,-16.39199986821808,1082,3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,,,-9.5
Nagano,2020,8,151,0,2063000,94.306351,94.964958,89.319427,91.13825738363083,92.816483,1.75,-3.5,-2.5,4.5,-52,-99.480752,-32.86785947186417,-21,-62.37220201963426,-33.99517805851332,-31.98041864959323,-1.1,-6.7,5.3,9.9,93.2,25.9,16.7,37.5,40.2,,21.4,22.8,34.4,24.4,26.9,16.7,30.8,25.1,-27.048424571401,882,2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8,,,-14.9
Nagano,2020,9,53,1,2063000,96.25396,96.494331,92.54451,93.56437773953364,93.352867,-2.25,-5.5,-5.5,4.8888888,11,-90.73120489999999,-9.249887533533744,-24.629629,-57.67224476069232,-20.2289052209002,.8017080221131954,-10,-2.3,-31,-3.9,98.5,28.8,16.7,41.7,41.9,,25.3,26.1,31.3,30.3,28.9,8.300000000000001,33.7,27.9,-21.07271365633612,1290,3605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.8,,,-17.1
Nagano,2020,10,32,3,2063000,98.053566,98.608719,94.671692,95.90446923474974,95.065887,3.75,1.5,1,5.4193549,113,-93.6904371,13.82232433386695,-20.67742,-62.11340043358745,19.63279369969142,28.11461313971746,5,-3.6,32.7,12.5,101.7,32.6,16.7,41.7,50,16.7,28.4,30.1,40.9,31.9,31,8.300000000000001,39.2,31.7,-7.75007811653073,1338,2897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6,,,27
Nagano,2020,11,377,2,2063000,99.491142,99.660355,95.825432,96.31307962082523,96.693924,-1,0,0,8,149,-60.7240812,.3860949896715476,-9.25,-17.61481813274112,10.47285940662242,24.48153124756256,.2,-2.5,26.5,10.9,104.8,35.7,50,36.7,49.6,16.7,33.1,32.2,38.5,30.3,35.7,8.300000000000001,40,35.1,10.83864274976088,1413,2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.40000000000001,,,2.4
Nagano,2020,12,465,9,2063000,98.919823,98.291786,95.931221,94.87396215159575,95.482613,-13,-2,-5,4.483871,45,-79.0192926,-24.58883128627853,-12.032258,.4916167841001198,-8.341647305530715,-8.503500515917198,-2,-2.8,21.4,7.5,106.9,36.4,50,33.3,45.8,33.3,37.2,31.5,31,33.3,35.1,8.300000000000001,40.2,35.9,-37.99836312438195,1146,2740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.3,,,8.5
Nagano,2021,1,1105,21,2063000,,,96.275726,95.62743213099793,,-22.5,-5,-3.5,9.25,-70,-86.3662132,-37.68105777559536,-12.25,-14.07327069315524,-32.19172392383075,-10.75163098445571,-1.1,-4.3,19,6.5,111.5,34.4,41.7,27.8,43.4,22.2,36.2,27.2,30.8,30.3,32.8,8.300000000000001,39,33.7,-15.33227443271478,1095,2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,,,3.1
Nagano,2021,2,76,5,2063000,,,96.170135,95.4358790061242,,-18.125,-7,-11.5,9.25,-70,-58,-29.30919129750465,-17,-46.38099955191567,-38.54539877204885,-3.333355971164714,-4.1,-6.9,14.6,-9.4,109.7,38.1,50,44.4,45.7,16.7,40.8,31.5,34.7,33.3,35.3,8.300000000000001,43.1,37.4,-18.19669627631143,1191,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.5,,,-2.3
Nagano,2021,3,432,0,2063000,,,,,,-10.75,-3.5,-6,9.75,,-95,-25.22281366096893,-13.75,-13.1421709048097,-16.03185816002249,27.96934976684539,,,,,,41.8,,33.3,45.8,16.7,47.5,33.9,36.1,39.4,35.8,16.7,41.7,41.8,-19.74727740180855,1674,4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3,,,3.6
Nagano,2021,4,1058,27,2063000,,,,,,-8.125,,,8.6000004,,,-34.4,-11.277778,,,,,,,,,43,50,33.3,46.3,50,49.1,35.2,35.6,40.7,35.9,8.300000000000001,41.9,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagano,2021,5,260,4,2063000,,,,,,-7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagasaki,2020,1,0,0,1341000,102.05053,102.04228,100,100.0000004332136,100,,-6,-2,4.4166665,-1,.7741935,6.088053238658129,-1.6666666,-4.905912161304742,5.273454802582077,4.937376463590614,.4,0,.4,3.1,85.09999999999999,,,,,,,,,,,,,,5.533531215968964,539,1610,,,,-20.7,-16.5,14364,,,-12,,,4964609,2798238,,,,,,,,.8,,,,,,,,,,,,,
Nagasaki,2020,2,0,0,1341000,101.05893,101.04615,99.247673,99.23864465797546,98.80896,-1.25,-1,1.5,8.2962961,-24,-88.5,-3.09622527431758,-8.7407408,-19.66894783106552,2.867769862751499,-.5253518218817173,4.8,2.3,8.199999999999999,16.6,84.59999999999999,36.7,41.7,66.7,46.5,40.5,35.9,30,25,30.6,35.2,,40.5,36,-10.54099904747608,503,1806,,,,-13.1,-8.4,14233,,,-21.3,,,4967160,2807983,,,,,,,,.6,,,,,,,,,,,,,
Nagasaki,2020,3,2,0,1341000,97.480865,97.730385,94.280495,94.78498594998368,96.763817,-4.5,-2.5,-1.5,7.25,-77,-99.7455969,-16.89803106215505,.5,-11.13123624576673,-7.311613511214658,-12.02723463086202,-4,-5.9,-4.5,6.6,80.09999999999999,29.1,33.3,50,43.2,19.4,20.8,25.6,16.7,30.6,24.2,50,32.2,28.5,17.2067938021454,626,2253,,,,-17,-23.8,21102,,,-70.90000000000001,,,5035616,2835576,,,,,,,,1.1,,,,,,,,,,,,,
Nagasaki,2020,4,15,1,1341000,95.590759,95.711395,86.248665,85.97620881406723,100.27831,-17.5,.5,-1.5,13,-98,-99.8826979,-60.55604396142147,-11.4,-73.15629908854002,-40.64357091818968,-24.71081443665211,-10.7,-10,-4.9,14.7,73.2,24.2,33.3,50,33.3,16.7,19,24.4,5.6,19,17.9,,24.5,24.1,-19.33412166277292,366,1008,,,,-28,10,17068,,,-96.09999999999999,,,5090571,2815842,,,,,,,,1.2,,,,,,,,,,,,,
Nagasaki,2020,5,0,0,1341000,92.586624,92.87352,83.369209,83.4362441016025,97.295761,-17.25,-6,-4.5,8.5,-99,-100,-47.83268995775219,-26.5,-63.60966846430536,-33.43609683709271,-24.51976849362132,-6.2,-9,16.4,9.4,67.5,25,33.3,50,33.3,16.7,18.8,26.2,16.7,19,21.4,50,26.2,24.8,-58.85865121423807,309,695,,,,-14.5,-7.3,14716,,,-90.40000000000001,,,5191630,2862016,,,,,,,,1.1,,,,,,,,,,,,,
Nagasaki,2020,6,0,0,1341000,96.724014,97.103882,90.638832,90.86481171665052,98.09948,-12.375,1,-2,7.75,-88,-100,-21.73864210919607,-21.5,-67.90302381680411,32.91542593819239,-38.41224850547197,.8,-3.2,51,8.699999999999999,71.09999999999999,27.1,38.9,50,33.3,16.7,23.1,30.2,50,22.2,14.1,,26.9,27.1,11.33592057502761,414,1479,,,,-19.5,-6,18316,,,-71.8,,,5308746,2885445,,,,,,,,.9,,,,,,,,,,,,,
Nagasaki,2020,7,57,1,1341000,98.272926,97.666916,92.965805,92.35782291371787,96.830826,-12,2,3,4.967742,-75,-99.0514905,-24.31121264960112,-21.387096,-55.63951977107676,-3.80105912003518,-51.98322027988532,-.2,-3.3,25.5,8.199999999999999,77.8,29.3,44.4,50,36.3,26.7,32.2,27.8,8.300000000000001,19.4,21.8,50,20,30.5,17.89862861832839,513,1722,,,,-23.6,-4.3,16443,,,-60,,,5281576,2902906,,,,,,,,.4,,,,,,,,,,,,,
Nagasaki,2020,8,157,1,1341000,98.234734,98.89473,91.284584,93.12873345696515,98.438286,-12.25,1.5,3,7.75,-68,-99.9290349,-40.80050564663965,-15.75,-50.94978070115225,-30.98807756835891,-41.71010693102362,.2,-4,17.4,13.8,72,28.7,33.3,50,37.5,25,25.6,27.4,33.3,21.4,24.4,,27.4,29,-57.22543131710744,474,1466,,,,-24,-18.5,12149,,,-67.3,,,5297959,2909792,,,,,,,,.2,,,,,,,,,,,,,
Nagasaki,2020,9,5,0,1341000,99.422424,99.822411,93.579865,94.92717475104332,98.436836,-9.5,-3,-.5,1.037037,-8,-97.1333504,-24.84516338020128,-21.185184,-57.85693939301869,-11.98161426014183,-16.47478014438794,-12.5,1.5,-28.2,-2,75,30.9,27.8,50,42.1,30,29.8,30.2,0,27.8,21.4,,33.3,30.6,14.83539812592223,621,1882,,,,-6.5,-17.8,15291,,,-44.9,,,5283689,2906493,,,,,,,,.7,,,,,,,,,,,,,
Nagasaki,2020,10,9,0,1341000,100.58564,102.28462,93.633469,97.08550052084588,101.00378,-4.5,-1.5,-2,5.2903228,12,-97.09812909999999,-12.29948933388496,-19.806452,-71.81707446553791,24.22181270684139,17.4478498063702,2.4,-.4,44.4,16,72.40000000000001,32.6,41.7,66.7,39.8,20,36.7,29.8,0,38.9,25,,33.3,32.5,-44.09705086424501,586,1670,,,,3.6,5.6,15234,,,-37.2,,,5299560,2900453,,,,,,,,-.2,,,,,,,,,,,,,
Nagasaki,2020,11,26,0,1341000,99.189354,101.43754,92.225014,96.7384070889395,99.710365,-3.75,-.5,.5,2.5,71,-78.6825554,-11.37667555681749,-10.75,-25.51743093850877,19.18462062070038,18.09253996418305,-2.6,7.6,34.6,9,69.3,34.2,38.9,50,45.1,25,32.1,31,25,36.1,32.1,,40.9,33.3,-44.24472243282286,674,1601,,,,.2,-3.5,15746,,,-7.4,,,5308883,2898570,,,,,,,,-.5,,,,,,,,,,,,,
Nagasaki,2020,12,384,1,1341000,99.663666,100.78423,93.241096,95.57144474493136,99.612099,-8.75,0,-.5,3.3548386,52,-90.4171364,-34.35624449676548,-13.129032,-7.596877097378043,-.9214210150730746,-13.81959481674149,-3.4,3.2,25.4,8.300000000000001,73.59999999999999,34.8,33.3,66.7,43.5,23.3,33.3,34.9,33.3,33.3,26.4,,39.7,34,33.30805222564913,572,1526,,,,-5.1,-1.4,16732,,,-14.7,,,5392754,2924406,,,,,,,,-.6,,,,,,,,,,,,,
Nagasaki,2021,1,871,23,1341000,,,91.991714,94.87228913270609,,-22.25,-5.5,1,12,-79,-66.9220945,-45.97563710964631,-7.5,-21.36438280443554,-40.16412785633019,-22.99234669026767,-11.2,-1.8,13.1,6.3,74.40000000000001,33.5,38.9,50,40.2,30,28.2,31.3,55.6,33.3,29.2,,38.5,32.7,-25.20746654833522,563,1686,,,,-18.7,10.9,11966,,,-74.90000000000001,,,5416752,2915789,,,,,,,,-.2,,,,,,,,,,,,,
Nagasaki,2021,2,86,9,1341000,,,95.845154,94.79236211693875,,-18.625,-2.5,1.5,9.5,-87,-96,-47.47270535357639,-10.75,-68.57005209174005,-50.45956089783477,-17.23025589728195,-9.300000000000001,-2.3,15.6,-8,83.7,32.6,33.3,66.7,37.5,28.6,30.3,34.4,27.8,27.8,24.2,,37.9,31.9,-21.14648101919984,573,1979,,,,-19.7,2.1,,,,-70.7,,,5455395,2916217,,,,,,,,-.1,,,,,,,,,,,,,
Nagasaki,2021,3,22,3,1341000,,,,,,-8.75,-7,-6,6,,-97,-35.2009735904272,-8.5,-18.29329293684345,-6.586040183224648,24.28531249723792,,,,,,36.1,33.3,66.7,45.4,36.1,38.9,31.9,27.8,36.1,29.6,,41,35.3,-23.43014942456655,700,2423,,,,-11.6,,,,,,,,,,,,,,,,,-.1,,,,,,,,,,,,,
Nagasaki,2021,4,443,2,1341000,,,,,,-9.375,,,3.8399999,,,-38.48,-6.6111112,,,,,,,,,35.6,33.3,50,48.2,30,31,37.2,25,31,25,,40.3,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagasaki,2021,5,402,3,1341000,,,,,,-13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,1,1,0,1339000,102.05053,102.04228,100,99.99999992294401,100,,1.5,3,-.16666667,-7,-92.557652,-5.291801479256548,-12.333333,-1.878560015977629,8.979712244806525,6.205426329772391,-2.6,1.4,.1,9,95.5,,,,,,,,,,,,,,58.7141410279628,285,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,2,0,0,1339000,99.465431,100.46219,97.411736,99.38110120675587,97.521957,-2.5,-7,-5,4.4074073,-11,-71.4168882,-12.30657050325419,4.3703704,-7.074794120840647,6.076277105615167,-2.66076597574394,-.3,1.4,5.2,23.4,88.90000000000001,34.8,,,51.9,41.7,31.7,30.3,27.8,25,40.5,,38.1,34.4,-16.5545902148713,345,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,3,10,0,1339000,96.095047,96.923866,93.442818,95.08250937626676,94.885544,-2.25,-6.5,-7,7.75,-75,-85.85858589999999,-16.78101417375115,1.75,-2.053105280187927,-3.312974956541621,-10.57042333081452,-2.4,-6.4,-7.2,6.3,86.2,29.9,,,46.2,50,23.4,30.3,33.3,22.2,25,,31.3,29.7,11.78483891624529,366,1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,4,69,1,1339000,89.703064,89.467339,87.897614,86.96291535377469,87.140663,-17.875,-10.5,-10,16.433332,-97,-99.5336442,-62.5486809240095,-12.966666,-71.25268260550904,-31.36938764621329,-23.1991338647493,-12.3,-11.3,-2.9,8.6,87,25.2,,,37.5,25,23.2,22.2,25,25,19.4,,25.9,25.1,-16.60793137032344,238,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,5,8,1,1339000,87.598549,87.542328,85.104561,84.53033743232068,85.827156,-21.5,-5.5,-1.5,10.75,-98,-99.8980632,-50.32998211073497,-27,-67.71804908510157,-34.17564697028403,-18.28526097729028,-7.1,-9.699999999999999,10.3,8.800000000000001,80.09999999999999,23.8,16.7,,36.1,33.3,17.6,23.6,30,16.7,29.2,,24.1,23.8,-41.11325500947086,163,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,6,0,0,1339000,94.257858,94.49807,91.905624,91.87293291134488,92.020447,-11.875,-3,-1.5,6.25,-90,-100,-16.72120579778552,-27.5,-43.77928223600957,-14.3728404320225,-35.42078912254476,.5,-5.5,26.1,6.2,81.8,27,,,35.4,33.3,20,39.4,36.7,16.7,26.7,,27.1,26.9,15.04224588997818,259,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,7,146,0,1339000,95.130966,95.294044,91.74511,92.60881677375515,91.983391,-12,-3,-1,4.1290321,-64,-99.3042378,-6.901494755413302,-25.645161,-49.36880471250269,-11.01252267055626,-49.97887125072406,-.7,-7.5,15.2,6.7,82.8,31.8,,,43.1,33.3,25,39.4,30,33.3,40,,29.6,32.1,-20.99314276545238,291,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,8,278,4,1339000,95.406883,96.442802,90.642853,93.19892618259033,93.618523,-12.5,-3.5,-2.5,6.25,-47,-100,-12.24070199994252,-22.5,-54.95053993613681,-9.172483098903898,-38.43994487598432,.9,-4.1,4,11.8,77.5,31,,,45.2,33.3,24.1,42.6,36.1,11.1,27.8,,20.4,32.4,-13.80494140343149,275,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,9,50,3,1339000,97.721252,98.210052,93.651474,95.16103662500835,95.079697,-10.625,-5,-1,-3.7407408,31,-100,.5229006889298764,-26.037037,-46.1344638367379,27.21423595992427,-12.18590461062776,-8,-1.8,-30,-13.5,83.5,31.9,,,50,33.3,26.8,33.3,41.7,16.7,26.7,,27.1,32.5,-17.5073571170427,342,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,10,79,1,1339000,98.079102,99.226776,94.377518,96.75782584601333,95.409485,-4.75,1,2,5.8387098,47,-17.2209026,5.014681028468577,-24.419355,-57.24186460332951,54.82319635884051,17.52189701324579,4.4,7.4,17.3,10.5,83.09999999999999,34.4,,,53.7,33.3,30.3,37,36.7,16.7,25,,28.6,35.1,-14.17204635560712,279,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,11,476,2,1339000,96.829887,98.261604,93.479813,96.40820177597503,93.889915,-4.25,-1,-3.5,2.75,50,-44.8751301,-1.681642946623203,-15.25,-31.07236802006836,38.29040263822144,17.81116886110913,1.1,5.3,20.2,4.4,81,38.6,,,53.8,33.3,33.8,43.1,33.3,16.7,36.1,,39.6,38.5,65.24384839906395,324,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,12,846,12,1339000,97.680077,97.978996,94.900223,95.63616473618184,94.114632,-12.5,-2,-1,7.1612902,52,-91.959799,-16.57762134049167,-18.967741,-19.16410920460496,3.694574530773063,-7.10149325634861,-.1,1.9,14.8,6.9,87.2,37.4,,,54.8,33.3,33.8,36.4,33.3,8.300000000000001,33.3,,33.3,37.9,-27.95337468214277,293,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,1,1006,14,1339000,,,93.08036,94.91985688153228,,-19.25,-.5,-3.5,7.5,-14,-95.7023061,-27.29195863364542,-5.75,4.013250725774527,-24.77700694141834,1.676640822456779,-1.7,-1.1,9.5,.8,85.90000000000001,35.6,,,47.6,33.3,30.6,39.6,41.7,16.7,33.3,,41.7,34.9,-32.98598858548316,318,1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,2,314,8,1339000,,,92.163841,95.258565418835,,-15.875,-8.5,-4.5,5.75,-4,-99,-20.94330600710505,-10.75,-27.29476027638389,-37.44342608799014,.8934289246463839,-1.6,2.8,2.4,-10.8,81,38.8,,,50,33.3,35.8,42.6,36.7,27.8,40,,39.6,38.7,7.802384374178757,328,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,3,408,9,1339000,,,,,,-7.5,-11,-9.5,-2.75,,-100,-20.22322903697787,-9.5,9.001285165321629,-13.83365133874703,30.01201294685467,,,,,,35.4,,,42.4,33.3,36.9,35,22.2,16.7,31.3,,39.6,34.9,-52.69702858328066,437,1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,4,2377,21,1339000,,,,,,-9.375,,,1.28,,,-35.92,-14.166667,,,,,,,,,35.3,,,43.1,50,32.4,42.9,45.2,4.2,27.1,,40.5,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,5,746,10,1339000,,,,,,-23.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niigata,2020,1,0,0,2246000,102.05053,102.04228,100,99.99999927987317,100,,-4,-4,-2.5833333,-9,89.0202319,6.141901574689212,-3.5,4.847486905425009,17.71289126167765,12.67570577122796,-.5,-.3,2.2,4.5,100.6,,,,,,,,,,,,,,-43.33955366365628,655,2509,,,,,,,,,,,,,,,,,,.5,,,102,,,,,,,,,,41.4,,,-10.7
Niigata,2020,2,1,0,2246000,102.14958,102.7178,98.684547,99.81444367824996,101.50957,.25,-1,-1,4.8518519,-8,612.6831502,-3.915387637613159,-2.5185184,-10.27665078657328,6.528599196330517,1.626277504927076,5.7,2.6,10.4,21,98.2,33.3,44.4,46.7,38.5,40,29.8,31.9,25.9,31.5,36,83.3,37.1,32.6,-19.52937847973698,758,3311,,,,,,,,,,,,,,,,,,4.3,,,101.7,,,,,,,,,,51,,,-7.1
Niigata,2020,3,30,0,2246000,98.039047,98.229973,95.208061,95.59779733782747,96.930183,-6.75,-5.5,-7,7,-70,-99.34953779999999,-23.5108989214039,-3.5,-17.22658302117677,-13.01034109638602,-11.35425653960108,4.1,-7.1,-4.2,12.8,96,27.5,29.2,33.3,36.5,37.5,25.1,25.5,24.1,30.6,23.6,41.7,29.2,27.2,52.19793021807226,1268,5143,,,,,,,,,,,,,,,,,,4,,,101.7,,,,,,,,,,.4,,,-12.8
Niigata,2020,4,44,0,2246000,91.791351,91.364723,90.026649,88.70937251035868,89.08651,-12.875,-5.5,-7,9.8000002,-96,-98.64732410000001,-57.2967774224113,-15.4,-59.7760087772274,-43.63024942751785,-22.89472250184673,-.3,-10.1,-4.3,10.3,94.59999999999999,25.7,16.7,27.8,33.3,30,25.2,23.1,20.8,24.1,22.9,25,27.1,25.4,-.9939920609376713,772,2510,,,,,,,,,,,,,,,,,,2.4,,,101.6,,,,,,,,,,-11.7,,,-24.6
Niigata,2020,5,7,0,2246000,87.882713,87.748756,86.174744,85.44773641882058,85.311462,-11,-5,-6.5,8.75,-98,-98.8098652,-39.33140234741767,-28,-72.27120662592401,-36.9141451016049,-11.83492508473871,2.8,-9.6,13.8,6.9,87.3,25.9,16.7,30.6,36.3,33.3,23.6,22.9,24.1,27.8,21,25,30.8,25.1,-5.674784105611209,557,1356,,,,,,,,,,,,,,,,,,2.4,,,101.6,,,,,,,,,,-8.5,,,-47.1
Niigata,2020,6,1,0,2246000,93.456665,94.305367,90.257996,91.41368919586598,92.104698,-1.125,-2,-3,7.25,-74,-99.9763033,-17.14037404247286,-28.75,-59.74035156854764,.3287523152830144,-29.8037250813276,7.8,-2.5,40.5,10.3,85.3,26.7,16.7,33.3,33,37.5,24.9,24.3,22.2,16.7,27,50,29.1,26.3,-22.41275465239657,791,2865,,,,,,,,,,,,,,,,,,3,,,101.4,,,,,,,,,,-2,,,-21.4
Niigata,2020,7,27,0,2246000,93.356339,94.264191,89.993851,92.29001141766953,90.307274,-3.5,-2,-1.5,2.0967741,-48,-99.9957206,-11.33598287310165,-26.645161,-58.63065932219282,-3.395539484378371,-43.65930479625727,5.6,-8.5,17.9,5.3,85.40000000000001,27.7,16.7,27.8,36.5,46.7,25.5,25.8,29.6,21.4,24.5,50,29.7,27.4,-34.13546399893109,879,3452,,,,,,,,,,,,,,,,,,4.1,,,101.4,,,,,,,,,,-9.199999999999999,,,-7.5
