prefecture,date,year,month,day,week,newpositive,I,R,D,severe,入院中,宿泊療養,自宅療養,調整中,軽症中等症,stringdate,陽性者数累計
Tokyo,22249,2020,11,30,46,311,4037,36413,489,70,1661,738,1015,623,1591,2020-11-30,40939
Tokyo,22250,2020,12,1,46,372,3937,36880,494,62,1650,712,998,577,1588,2020-12-01,41311
Tokyo,22251,2020,12,2,46,500,3964,37348,499,59,1629,716,966,653,1570,2020-12-02,41811
Tokyo,22252,2020,12,3,46,533,4174,37669,501,54,1685,725,1050,714,1631,2020-12-03,42344
Tokyo,22253,2020,12,4,46,449,4240,38044,509,53,1721,727,1159,633,1668,2020-12-04,42793
Tokyo,22254,2020,12,5,46,584,4483,38383,511,55,1744,746,1107,886,1689,2020-12-05,43377
Tokyo,22255,2020,12,6,46,327,4588,38605,511,54,1856,782,1159,791,1802,2020-12-06,43704
Tokyo,22256,2020,12,7,47,299,4362,39124,517,55,1847,806,1141,568,1792,2020-12-07,44003
Tokyo,22257,2020,12,8,47,352,4274,39558,523,60,1850,785,1078,561,1790,2020-12-08,44355
Tokyo,22258,2020,12,9,47,572,4429,39970,528,59,1820,804,1073,732,1761,2020-12-09,44927
Tokyo,22259,2020,12,10,47,602,4624,40375,530,59,1885,834,1104,801,1826,2020-12-10,45529
Tokyo,22260,2020,12,11,47,595,4619,40970,535,67,1869,869,1073,808,1802,2020-12-11,46124
Tokyo,22261,2020,12,12,47,621,4913,41297,535,68,1874,913,1105,1021,1806,2020-12-12,46745
Tokyo,22262,2020,12,13,47,480,5135,41555,535,70,1971,932,1208,1024,1901,2020-12-13,47225
Tokyo,22263,2020,12,14,48,305,5009,41983,538,73,2049,930,1396,634,1976,2020-12-14,47530
Tokyo,22264,2020,12,15,48,460,4822,42621,547,78,1976,934,1205,707,1898,2020-12-15,47990
Tokyo,22265,2020,12,16,48,678,5070,43041,557,69,1960,938,1255,917,1891,2020-12-16,48668
Tokyo,22266,2020,12,17,48,822,5350,43583,557,66,1952,928,1363,1107,1886,2020-12-17,49490
Tokyo,22267,2020,12,18,48,664,5442,44151,561,66,2054,896,1512,980,1988,2020-12-18,50154
Tokyo,22268,2020,12,19,48,736,6125,44199,566,62,2134,918,1510,1563,2072,2020-12-19,50890
Tokyo,22269,2020,12,20,48,556,6078,44802,566,66,2107,939,1705,1327,2041,2020-12-20,51446
Tokyo,22270,2020,12,21,49,392,5987,45284,567,63,2154,971,1813,1049,2091,2020-12-21,51838
Tokyo,22271,2020,12,22,49,544,5841,45973,568,64,2093,987,1825,936,2029,2020-12-22,52382
Tokyo,22272,2020,12,23,49,748,6027,46525,578,69,2103,983,1886,1055,2034,2020-12-23,53130
Tokyo,22273,2020,12,24,49,888,6259,47172,587,73,2129,966,1873,1291,2056,2020-12-24,54018
Tokyo,22274,2020,12,25,49,884,6554,47751,597,81,2139,985,2143,1287,2058,2020-12-25,54902
Tokyo,22275,2020,12,26,49,949,7123,48121,607,81,2179,1006,2269,1669,2098,2020-12-26,55851
Tokyo,22276,2020,12,27,49,708,7510,48442,607,82,2261,1006,2383,1860,2179,2020-12-27,56559
Tokyo,22277,2020,12,28,50,481,7495,48932,613,81,2303,1089,2717,1386,2222,2020-12-28,57040
Tokyo,22278,2020,12,29,50,856,7652,49626,618,84,2274,1118,2768,1492,2190,2020-12-29,57896
Tokyo,22279,2020,12,30,50,944,8235,49983,622,85,2384,1107,2975,1769,2299,2020-12-30,58840
Tokyo,22280,2020,12,31,50,1337,9185,50365,627,89,2594,1076,3174,2341,2505,2020-12-31,60177
Tokyo,22281,2021,1,1,50,783,9468,50861,631,88,2730,1013,3278,2447,2642,2021-01-01,60960
Tokyo,22282,2021,1,2,50,814,9848,51295,631,94,2781,924,3387,2756,2687,2021-01-02,61774
Tokyo,22283,2021,1,3,50,816,10301,51657,632,101,2902,886,3498,3015,2801,2021-01-03,62590
Tokyo,22284,2021,1,4,51,884,10804,52036,634,108,2995,864,4007,2938,2887,2021-01-04,63474
Tokyo,22285,2021,1,5,51,1278,11458,52646,648,111,3025,870,4480,3083,2914,2021-01-05,64752
Tokyo,22286,2021,1,6,51,1591,12431,53256,656,113,3090,924,4901,3516,2977,2021-01-06,66343
Tokyo,22287,2021,1,7,51,2447,14171,53952,667,121,3154,939,5319,4759,3033,2021-01-07,68790
Tokyo,22288,2021,1,8,51,2392,15734,54774,674,129,3178,961,5935,5660,3049,2021-01-08,71182
Tokyo,22289,2021,1,9,51,2268,17226,55542,682,129,3119,1000,6370,6737,2990,2021-01-09,73450
Tokyo,22290,2021,1,10,51,1494,18213,56046,685,128,3239,1035,7009,6930,3111,2021-01-10,74944
Tokyo,22291,2021,1,11,52,1219,18923,56551,689,131,3355,1043,7494,7031,3224,2021-01-11,76163
Tokyo,22292,2021,1,12,52,970,19029,57413,691,144,3427,1009,8452,6141,3283,2021-01-12,77133
Tokyo,22293,2021,1,13,52,1433,19207,58655,704,141,3266,981,8414,6546,3125,2021-01-13,78566
Tokyo,22294,2021,1,14,52,1502,19453,59908,707,135,3133,908,8837,6575,2998,2021-01-14,80068
Tokyo,22295,2021,1,15,52,2001,19797,61555,717,133,3020,879,8852,7046,2887,2021-01-15,82069
Tokyo,22296,2021,1,16,52,1809,19879,63279,720,136,3058,859,8431,7531,2922,2021-01-16,83878
Tokyo,22297,2021,1,17,52,1592,20646,64099,725,138,3045,831,9043,7727,2907,2021-01-17,85470
Tokyo,22298,2021,1,18,53,1204,20777,65169,728,143,3011,843,9442,7481,2868,2021-01-18,86674
Tokyo,22299,2021,1,19,53,1240,20289,66881,744,155,2941,843,8966,7539,2786,2021-01-19,87914
Tokyo,22300,2021,1,20,53,1274,19533,68901,754,160,2893,876,8965,6799,2733,2021-01-20,89188
Tokyo,22301,2021,1,21,53,1471,19481,70417,761,159,2820,860,8927,6874,2661,2021-01-21,90659
Tokyo,22302,2021,1,22,53,1175,18709,72355,770,158,2746,873,8814,6276,2588,2021-01-22,91834
Tokyo,22303,2021,1,23,53,1070,18235,73890,779,156,2829,875,8418,6113,2673,2021-01-23,92904
Tokyo,22304,2021,1,24,53,986,18227,74881,782,156,2798,882,8474,6073,2642,2021-01-24,93890
Tokyo,22305,2021,1,25,54,618,17315,76397,796,148,2808,876,8063,5568,2660,2021-01-25,94508
Tokyo,22306,2021,1,26,54,1026,16697,78028,809,148,2847,800,7510,5540,2699,2021-01-26,95534
Tokyo,22307,2021,1,27,54,973,16120,79560,827,159,2871,737,7159,5353,2712,2021-01-27,96507
Tokyo,22308,2021,1,28,54,1064,14957,81767,847,150,2888,659,6600,4810,2738,2021-01-28,97571
Tokyo,22309,2021,1,29,54,868,13807,83768,864,147,2903,693,5816,4395,2756,2021-01-29,98439
Tokyo,22310,2021,1,30,54,769,13383,84942,883,141,2882,709,5644,4148,2741,2021-01-30,99208
Tokyo,22311,2021,1,31,54,633,13257,85698,886,140,2891,683,5470,4213,2751,2021-01-31,99841
Tokyo,22312,2021,2,1,55,393,11719,87621,894,133,2899,656,4692,3472,2766,2021-02-01,100234
Tokyo,22313,2021,2,2,55,556,10765,89108,917,129,2859,622,3851,3433,2730,2021-02-02,100790
Tokyo,22314,2021,2,3,55,676,9854,90663,949,125,2876,607,3264,3107,2751,2021-02-03,101466
Tokyo,22315,2021,2,4,55,734,9116,92110,974,115,2855,576,3115,2570,2740,2021-02-04,102200
Tokyo,22316,2021,2,5,55,577,8387,93394,996,117,2816,579,2770,2222,2699,2021-02-05,102777
Tokyo,22317,2021,2,6,55,639,7717,94682,1017,114,2775,567,2123,2252,2661,2021-02-06,103416
Tokyo,22318,2021,2,7,55,429,7174,95648,1023,111,2722,578,1638,2236,2611,2021-02-07,103845
Tokyo,22319,2021,2,8,56,276,6499,96587,1035,104,2663,557,1626,1653,2559,2021-02-08,104121
Tokyo,22320,2021,2,9,56,412,5974,97506,1053,104,2606,535,1340,1493,2502,2021-02-09,104533
Tokyo,22321,2021,2,10,56,491,5818,98128,1078,103,2553,527,1265,1473,2450,2021-02-10,105024
Tokyo,22322,2021,2,11,56,434,5800,98559,1099,103,2558,515,1210,1517,2455,2021-02-11,105458
Tokyo,22323,2021,2,12,56,307,5344,99307,1114,102,2500,503,1271,1070,2398,2021-02-12,105765
Tokyo,22324,2021,2,13,56,369,5257,99752,1125,104,2445,482,1164,1166,2341,2021-02-13,106134
Tokyo,22325,2021,2,14,56,371,5204,100170,1131,103,2409,491,1073,1231,2306,2021-02-14,106505
Tokyo,22326,2021,2,15,57,1104,5592,100880,1137,97,2341,444,1028,1779,2244,2021-02-15,107609
Tokyo,22327,2021,2,16,57,350,4611,102184,1164,92,2323,416,989,883,2231,2021-02-16,107959
Tokyo,22328,2021,2,17,57,378,4358,102796,1183,87,2232,425,980,721,2145,2021-02-17,108337
Tokyo,22329,2021,2,18,57,445,4370,103202,1210,84,2147,429,995,799,2063,2021-02-18,108782
Tokyo,22330,2021,2,19,57,353,4247,103667,1221,84,2097,430,1077,643,2013,2021-02-19,109135
Tokyo,22331,2021,2,20,57,327,4244,103970,1248,82,2063,442,1015,724,1981,2021-02-20,109462
Tokyo,22332,2021,2,21,57,272,4152,104317,1265,82,2035,464,933,720,1953,2021-02-21,109734
Tokyo,22333,2021,2,22,58,178,3825,104813,1274,76,1991,453,909,472,1915,2021-02-22,109912
Tokyo,22334,2021,2,23,58,275,3775,105127,1285,77,1963,429,812,571,1886,2021-02-23,110187
Tokyo,22335,2021,2,24,58,213,3503,105595,1302,69,1882,408,764,449,1813,2021-02-24,110400
Tokyo,22336,2021,2,25,58,340,3460,105955,1325,71,1812,373,704,571,1741,2021-02-25,110740
Tokyo,22337,2021,2,26,58,270,3344,106311,1355,70,1774,365,696,509,1704,2021-02-26,111010
Tokyo,22338,2021,2,27,58,337,3342,106635,1370,68,1694,357,647,644,1626,2021-02-27,111347
Tokyo,22339,2021,2,28,58,329,3374,106926,1376,67,1696,386,576,716,1629,2021-02-28,111676
Tokyo,22340,2021,3,1,59,121,3091,107311,1395,61,1663,389,618,421,1602,2021-03-01,111797
Tokyo,22341,2021,3,2,59,232,3083,107546,1400,54,1617,378,598,490,1563,2021-03-02,112029
Tokyo,22342,2021,3,3,59,316,2979,107947,1419,52,1548,384,529,518,1496,2021-03-03,112345
Tokyo,22343,2021,3,4,59,279,2939,108243,1442,51,1519,409,548,463,1468,2021-03-04,112624
Tokyo,22344,2021,3,5,59,301,2884,108587,1454,49,1449,412,552,471,1400,2021-03-05,112925
Tokyo,22345,2021,3,6,59,293,2892,108864,1462,51,1393,409,559,531,1342,2021-03-06,113218
Tokyo,22346,2021,3,7,59,237,2896,109097,1462,52,1418,417,532,529,1366,2021-03-07,113455
Tokyo,22347,2021,3,8,60,116,2699,109393,1479,46,1427,417,570,285,1381,2021-03-08,113571
Tokyo,22348,2021,3,9,60,290,2660,109701,1500,39,1361,387,491,421,1322,2021-03-09,113861
Tokyo,22349,2021,3,10,60,340,2651,110032,1518,39,1333,368,522,428,1294,2021-03-10,114201
Tokyo,22350,2021,3,11,60,335,2668,110332,1536,39,1301,380,560,427,1262,2021-03-11,114536
Tokyo,22351,2021,3,12,60,304,2657,110622,1561,37,1279,420,569,389,1242,2021-03-12,114840
Tokyo,22352,2021,3,13,60,330,2746,110847,1577,40,1262,443,576,465,1222,2021-03-13,115170
Tokyo,22353,2021,3,14,60,239,2757,111072,1580,41,1250,472,585,450,1209,2021-03-14,115409
Tokyo,22354,2021,3,15,61,175,2628,111367,1589,42,1270,491,601,266,1228,2021-03-15,115584
Tokyo,22355,2021,3,16,61,300,2678,111601,1605,42,1268,485,542,383,1226,2021-03-16,115884
Tokyo,22356,2021,3,17,61,409,2797,111884,1612,41,1270,501,550,476,1229,2021-03-17,116293
Tokyo,22357,2021,3,18,61,323,2831,112161,1624,44,1293,531,586,421,1249,2021-03-18,116616
Tokyo,22358,2021,3,19,61,303,2819,112470,1630,46,1318,537,593,371,1272,2021-03-19,116919
Tokyo,22359,2021,3,20,61,342,2947,112682,1632,47,1357,544,572,474,1310,2021-03-20,117261
Tokyo,22360,2021,3,21,61,256,2978,112903,1636,47,1355,585,573,465,1308,2021-03-21,117517
Tokyo,22361,2021,3,22,62,187,2817,113244,1643,47,1372,554,573,318,1325,2021-03-22,117704
Tokyo,22362,2021,3,23,62,337,2890,113490,1661,42,1379,567,535,409,1337,2021-03-23,118041
Tokyo,22363,2021,3,24,62,420,2976,113818,1667,42,1371,547,563,495,1329,2021-03-24,118461
Tokyo,22364,2021,3,25,62,394,3059,114122,1674,41,1392,569,628,470,1351,2021-03-25,118855
Tokyo,22365,2021,3,26,62,376,3074,114468,1689,45,1399,599,624,452,1354,2021-03-26,119231
Tokyo,22366,2021,3,27,62,430,3268,114688,1705,44,1437,628,617,586,1393,2021-03-27,119661
Tokyo,22367,2021,3,28,62,313,3256,114993,1725,41,1419,676,608,553,1378,2021-03-28,119974
Tokyo,22368,2021,3,29,63,234,3090,115381,1737,40,1436,658,684,312,1396,2021-03-29,120208
Tokyo,22369,2021,3,30,63,364,3135,115690,1747,39,1468,628,595,444,1429,2021-03-30,120572
Tokyo,22370,2021,3,31,63,414,3204,116012,1770,45,1466,630,616,492,1421,2021-03-31,120986
Tokyo,22371,2021,4,1,63,475,3430,116257,1774,44,1462,653,641,674,1418,2021-04-01,121461
Tokyo,22372,2021,4,2,63,440,3601,116524,1776,43,1516,677,644,764,1473,2021-04-02,121901
