prefecture,date,positive,death,mobility,gdp,population,gop,Elderly_cum_total,Elderly_cum_first,Elderly_cum_second,Medical_cum_total,Medical_cum_first,Medical_cum_second,Medical_cum_third,Medical_ps_total,Medical_ps_first,Medical_ps_second,Elderly_ps_total,Elderly_ps_first,Elderly_ps_second,Variant_Rate,serious,ICU_NHK,all_bed,Delta_Variant_Rate,newpositive,I,R,D,severe,hospital,hotel,home,adjust,mild,week
Fukushima,22588,1,0,5.75,97.35891821832431,1864000,100.5663,2653855,1385115.5,1268739.5,202123,105214,96909,,.01644063,.016107066,.016818782,.014985191,.015201785,.014755374,,2,2,49,,,3,9306,175,2,,,,,,
Fukushima,22595,2,0,3.75,97.35891821832431,1864000,100.5663,,,,,,,,,,,,,,,2,2,49,,,4,9307,175,2,,,,,,
Fukushima,22602,1,1,3,97.35891821832431,1864000,100.5663,,,,,,,,,,,,,,,1,2,49,,,2,9309,176,1,,,,,,
Fukushima,22609,0,0,-5.75,97.35891821832431,1864000,100.5663,,,,,,,,,,,,,,,1,1,49,,,2,9309,176,1,,,,,,
Fukushima,22616,1,0,-4.75,97.35891821832429,1864000,99.82934999999999,,,,,,,,,,,,,,,1,1,49,,,2,9310,176,1,,,,,,
Fukushima,22623,6,0,-4,,1864000,99.53457000000002,2813968,1416063,1397905,202123,105214,96909,,.01644063,.016107066,.016818782,.015197754,.015208995,.015186384,,0,1,47,,,7,9311,176,0,,,,,,
Fukushima,22630,1,0,-4.75,,1864000,99.53457000000002,2821492,1418221,1403271,202123,105214,96909,,.01644063,.016107066,.016818782,.015203889,.015209834,.015197886,,0,0,47,,,1,9318,176,0,,,,,,
Fukushima,22637,17,0,-4.5,,1864000,99.53457000000002,,,,,,,,,,,,,,,0,0,47,,,17,9319,176,0,,,,,,
Fukushima,22644,17,0,-15.5,,1864000,99.25177857142857,,,,,,,,,,,,,,,0,,,,,29,9324,176,0,,,,,,
Fukushima,22651,110,0,-10.5,,1864000,98.5448,2828302,1420440,1407862,202123,105214,96909,,.01644063,.016107066,.016818782,.015207178,.015208964,.015205375,,0,0,47,,,113,9350,176,0,,,,,,
Fukushima,22658,307,0,-15,,1864000,98.5448,2853103,1432465,1420638,202123,105214,96909,,.01644063,.016107066,.016818782,.015163268,.015166514,.015159996,,1,1,47,,,350,9420,176,1,,,,,,
Fukushima,22665,697,0,-13.75,,1864000,98.5448,2856261,1434158,1422103,202123,105214,96909,,.01644063,.016107066,.016818782,.015160779,.015164145,.015157388,,1,1,47,,,781,9679,176,1,,,,,,
Fukushima,22672,2349,2,-12.5,,1864000,98.5448,,,,,,,,,,,,,,,3,3,47,,,2563,10244,178,3,,,,,,
Fukushima,22679,3521,0,-12.25,,1864000,98.34006285714285,2862743,1437659,1425084,202123,105214,96909,,.01644063,.016107066,.016818782,.015157452,.015161471,.015153398,,3,5,47,,,4194,11627,178,3,,,,,,
Gifu,21937,0,0,,99.999999940954,1997000,102.2745,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gifu,21944,0,0,,99.89544810191684,1997000,101.8822428571429,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gifu,21951,0,0,,99.63406850432398,1997000,100.9016,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gifu,21958,0,0,-8.25,99.63406850432398,1997000,100.9016,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gifu,21965,0,0,-.5,99.63406850432398,1997000,100.9016,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gifu,21972,2,0,-3.5,99.09423892649811,1997000,100.2652428571429,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gifu,21979,0,0,-10.25,95.85526145954293,1997000,96.44709999999999,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gifu,21986,0,0,-6.75,95.85526145954293,1997000,96.44709999999999,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gifu,21993,3,0,-1,95.85526145954293,1997000,96.44709999999999,,,,,,,,,,,,,,,0,,,,,4,1,0,0,,,,,,
Gifu,22000,15,0,-4.5,95.85526145954293,1997000,96.44709999999999,,,,,,,,,,,,,,,0,,,,,20,1,0,0,,,,,,
Gifu,22007,38,1,-10.25,89.67483769221077,1997000,94.06376428571427,,,,,,,,,,,,,,,0,,,,,47,2,1,0,,,,,,
Gifu,22014,54,0,-13.5,87.20266818527793,1997000,93.11042999999998,,,,,,,,,,,,,,,0,,,,,99,5,1,0,,,,,,
Gifu,22021,27,2,-25,87.20266818527793,1997000,93.11042999999998,,,,,,,,,,,,,,,0,,,,,120,16,3,0,,,,,,
Gifu,22028,10,3,-31,87.20266818527793,1997000,93.11042999999998,,,,,,,,,,,,,,,0,,,,,82,57,7,0,,,,,,
Gifu,22035,1,0,-29.25,85.52880968696743,1997000,90.88527428571429,,,,,,,,,,,,,,,0,,,,,65,79,6,0,,,,,,
Gifu,22042,0,0,-32.5,83.29699835588683,1997000,87.91840000000001,,,,,,,,,,,,,,,1,,,,,22,122,6,1,,,,,,
Gifu,22049,0,1,-24.25,83.29699835588683,1997000,87.91840000000001,,,,,,,,,,,,,,,1,1,17,,,9,134,7,1,,,,,,
Gifu,22056,0,0,-20.5,83.29699835588683,1997000,87.91840000000001,,,,,,,,,,,,,,,1,1,48,,,5,138,7,1,,,,,,
Gifu,22063,0,0,-17,83.29699835588683,1997000,87.91840000000001,,,,,,,,,,,,,,,1,1,48,,,2,141,7,1,,,,,,
Gifu,22070,1,0,-12.75,90.11558591661593,1997000,93.49798999999999,,,,,,,,,,,,,,,1,1,48,,,2,142,7,1,,,,,,
Gifu,22077,2,0,-18,90.11558591661593,1997000,93.49798999999999,,,,,,,,,,,,,,,2,1,47,,,3,143,7,2,,,,,,
Gifu,22084,3,0,-7.25,90.11558591661593,1997000,93.49798999999999,,,,,,,,,,,,,,,1,2,47,,,5,144,7,1,,,,,,
Gifu,22091,0,0,-9,90.11558591661593,1997000,93.49798999999999,,,,,,,,,,,,,,,1,1,47,,,3,146,7,1,,,,,,
Gifu,22098,4,0,-13.25,91.02635777579169,1997000,93.8647542857143,,,,,,,,,,,,,,,1,1,47,,,6,147,7,1,,,,,,
Gifu,22105,2,0,-19.5,91.39066651946202,1997000,94.01146000000001,,,,,,,,,,,,,,,2,2,47,,,7,148,7,2,,,,,,
Gifu,22112,15,0,-15,91.39066651946202,1997000,94.01146000000001,,,,,,,,,,,,,,,0,2,47,,,19,151,7,0,,,,,,
Gifu,22119,54,0,-11.5,91.39066651946202,1997000,94.01146000000001,,,,,,,,,,,,,,,0,0,15,,,63,161,7,0,,,,,,
Gifu,22126,120,0,-11.25,91.75346614633663,1997000,94.50668285714285,,,,,,,,,,,,,,,0,0,19,,,136,208,7,0,,,,,,
Gifu,22133,114,0,-9.5,92.66046521352315,1997000,95.74473999999999,,,,,,,,,,,,,,,2,0,49,,,149,309,7,2,,,,,,
Gifu,22140,47,0,1.25,92.66046521352315,1997000,95.74473999999999,,,,,,,,,,,,,,,3,3,49,,,81,424,7,3,,,,,,
Gifu,22147,27,2,-11.5,92.66046521352315,1997000,95.74473999999999,,,,,,,,,,,,,,,5,3,49,,,51,479,9,5,,,,,,
Gifu,22154,16,1,-10,92.66046521352315,1997000,95.74473999999999,,,,,,,,,,,,,,,4,5,49,,,31,514,10,4,,,,,,
Gifu,22161,9,0,-12.75,94.51135317688821,1997000,97.62717142857143,,,,,,,,,,,,,,,2,3,51,,,22,532,10,2,,,,,,
Gifu,22168,28,0,-10.75,94.81983450411569,1997000,97.94091000000002,,,,,,,,,,,,,,,2,2,51,,,35,547,10,2,,,,,,
Gifu,22175,5,0,-2,94.81983450411569,1997000,97.94091000000002,,,,,,,,,,,,,,,1,1,51,,,30,557,10,1,,,,,,
Gifu,22182,19,0,-5,94.81983450411569,1997000,97.94091000000002,,,,,,,,,,,,,,,3,1,51,,,24,582,10,3,,,,,,
Gifu,22189,14,0,-2.75,96.08580258191782,1997000,99.03233857142857,,,,,,,,,,,,,,,2,2,51,,,25,595,10,2,,,,,,
Gifu,22196,4,0,-5.75,97.03527864026941,1997000,99.85091,,,,,,,,,,,,,,,1,2,51,,,12,612,10,1,,,,,,
Gifu,22203,8,0,.75,97.03527864026941,1997000,99.85091,,,,,,,,,,,,,,,1,1,51,,,12,620,10,1,,,,,,
Gifu,22210,30,1,1.75,97.03527864026941,1997000,99.85091,,,,,,,,,,,,,,,1,1,51,,,34,627,11,1,,,,,,
Gifu,22217,15,0,2.75,96.97445559893924,1997000,99.71560714285714,,,,,,,,,,,,,,,1,1,51,,,35,641,11,1,,,,,,
Gifu,22224,48,1,-1.25,96.60951735095827,1997000,98.90378999999999,,,,,,,,,,,,,,,0,1,51,,,66,657,12,0,,,,,,
Gifu,22231,74,0,.75,96.60951735095827,1997000,98.90378999999999,,,,,,,,,,,,,,,0,0,51,,,93,704,12,0,,,,,,
Gifu,22238,109,1,1.75,96.60951735095827,1997000,98.90378999999999,,,,,,,,,,,,,,,0,0,51,,,130,775,13,0,,,,,,
Gifu,22245,137,1,-3.5,96.60951735095827,1997000,98.90378999999999,,,,,,,,,,,,,,,1,1,51,,,177,864,14,1,,,,,,
Gifu,22252,190,0,-7.5,96.11295449925363,1997000,98.14917857142858,,,,,,,,,,,,,,,2,1,51,,,250,981,14,2,,,,,,
Gifu,22259,253,6,-9,96.03019402396953,1997000,98.02341,,,,,,,,,,,,,,,4,1,51,,,345,1133,20,4,,,,,,
Gifu,22266,233,3,-14.25,96.03019402396953,1997000,98.02341,,,,,,,,,,,,,,,6,5,51,,,348,1360,23,6,,,,,,
Gifu,22273,292,8,-12.5,96.03019402396953,1997000,98.02341,,,,,,,,,,,,,,,9,8,51,,,411,1581,31,9,,,,,,
Gifu,22280,419,7,-29.75,96.01883167296887,1997000,97.78006714285713,,,,,,,,,,,,,,,11,11,51,,,553,1851,38,11,,,,,,
Gifu,22287,595,8,-18.75,96.00368187163465,1997000,97.45560999999999,,,,,,,,,,,,,,,14,12,51,,,733,2258,46,14,,,,,,
Gifu,22294,470,9,-20,96.00368187163465,1997000,97.45560999999999,,,,,,,,,,,,,,,18,17,51,,,667,2785,55,18,,,,,,
Gifu,22301,337,10,-21.75,96.00368187163465,1997000,97.45560999999999,,,,,,,,,,,,,,,14,15,51,,,574,3298,65,14,,,,,,
Gifu,22308,276,4,-19.5,96.00368187163465,1997000,97.45560999999999,,,,,,,,,,,,,,,14,14,51,,,459,3688,69,14,,,,,,
Gifu,22315,211,12,-20.75,95.71274096909953,1997000,98.99062000000002,,,,,,,,,,,,,,,12,11,59,,,360,3990,81,12,,,,,,
Gifu,22322,145,10,-18.25,95.71274096909953,1997000,98.99062000000002,,,,,,,,,,,,,,,11,12,59,,,294,4192,91,11,,,,,,
Gifu,22329,89,12,-19,95.71274096909953,1997000,98.99062000000002,,,,,,,,,,,,,,,9,9,59,,,183,4380,103,9,,,,,,
Gifu,22336,51,7,-15.25,95.71274096909953,1997000,98.99062000000002,,,,,,,,,,,,,,,7,9,59,,,148,4464,110,7,,,,,,
Gifu,22343,51,4,-15,97.5079318056229,1997000,99.88712999999998,,,,,,,,,,,,,,,10,7,59,,,125,4535,114,10,,,,,,
Gifu,22350,19,4,-9.25,97.5079318056229,1997000,99.88712999999998,,,,,,,,,,,,,,,8,9,59,,,68,4610,118,8,,,,,,
Gifu,22357,31,3,-6.25,97.5079318056229,1997000,99.88712999999998,,,,,,,,,,,,,,,5,8,59,,,58,4648,121,5,,,,,,
Gifu,22364,92,2,-3,97.5079318056229,1997000,99.88712999999998,,,,,,,,,,,,,,,3,4,59,,,123,4675,123,3,,,,,,
Gifu,22371,86,4,4.25,97.90315423921159,1997000,100.1225985714286,,,,,,,,,,,,,,,4,2,59,,,145,4736,127,4,,,,,,
Gifu,22378,127,2,-4.25,98.19957106440309,1997000,100.2992,,,,,,,,,,,,,,,3,3,59,,,181,4826,129,3,,,,,,
Gifu,22385,214,0,-12,98.19957106440309,1997000,100.2992,185,185,0,,,,,,,,.013837984,.013837984,,,4,3,59,,,267,4954,129,4,,,,,,
Gifu,22392,277,1,-4.5,98.19957106440309,1997000,100.2992,1629,1629,0,44492,30334,14158,,.016832385,.017191233,.016111815,.021762945,.021762945,,,6,4,59,,,372,5133,130,6,,,,,,
Gifu,22399,397,2,-9.5,97.104055001624,1997000,100.1385571428572,4819,4819,0,60141,42162,17979,,.016600145,.016342355,.017237809,.022526586,.022526586,,,4,4,59,,,516,5387,132,4,,,,,,
Gifu,22406,603,6,-9.25,94.36526484467632,1997000,99.73694999999999,6923,6717,206,65328,46302,19026,,.015952419,.015716558,.016557118,.020293305,.020242842,.022088785,,10,5,59,,,781,5731,138,10,,,,,,
Gifu,22413,926,5,-9.5,94.36526484467632,1997000,99.73694999999999,20143,18954,1189,85321,55088,30233,,.016628023,.015887005,.018172486,.02052792,.020754563,.017484266,,17,10,59,,,1157,6288,143,17,,,,,,
Gifu,22420,683,7,-14.75,94.36526484467632,1997000,99.73694999999999,43470,39731,3739,108707,67526,41181,,.016884198,.017028753,.016652405,.018578202,.018340996,.021538142,,23,20,59,,,1003,7134,150,23,,,,,,
Gifu,22427,450,13,-10.75,94.36526484467632,1997000,99.73694999999999,101777,95506,6271,125702,78639,47063,,.017077029,.017651163,.016196741,.020426041,.020488739,.019516492,,20,24,59,,,740,7842,163,20,,,,,,
Gifu,22434,356,5,-8,97.0920880646172,1997000,100.6827642857143,194529,176386,18143,142824,86332,56492,,.017302185,.017806467,.016584422,.021614334,.021776397,.020156,,24,17,59,,,605,8335,168,24,,,,,,
Gifu,22441,157,11,-8.5,97.546558601274,1997000,100.8404,313617,274456,39161,159625,91059,68566,,.017525999,.017488396,.01757619,.021513887,.022180479,.017770898,,17,21,59,,,362,8726,179,17,,,,,,
Gifu,22448,99,4,-9.5,97.546558601274,1997000,100.8404,461819,363956,97863,172209,94128,78081,,.017550431,.017138625,.018073963,.021204013,.021478215,.0202429,,9,12,59,,,215,8968,183,9,,,,,,
Gifu,22455,64,3,-6,97.546558601274,1997000,100.8404,631043,447158,183885,180966,96278,84688,,.017310007,.016703611,.018055173,.021230415,.020883927,.022122968,,4,9,59,,,143,9102,186,4,,,,,,
Gifu,22462,34,1,-9.5,96.9663425779552,1997000,101.1812,786633,506536,280097,187480,98037,89443,,.017099051,.016399994,.01793709,.020614831,.019752685,.022381457,,4,3,59,,,74,9205,187,4,,,,,,
Gifu,22469,25,0,-12.25,96.53118056046613,1997000,101.4368,966135,595543,370592,193122,101035,92087,,.016870219,.016328106,.017507989,.019793879,.018957764,.021303803,,5,3,59,,,55,9252,187,5,,,,,,
Gifu,22476,69,0,-6.75,96.53118056046613,1997000,101.4368,1110995,660233,450762,197084,102967,94117,,.016633755,.016168587,.017174318,.019088354,.018202405,.020553621,,3,4,59,,,94,9285,187,3,,,,,,
Gifu,22483,74,1,-.5,96.53118056046613,1997000,101.4368,1205408,701028,504380,199523,103651,95872,,.01651538,.016052367,.017046979,.018362278,.017616799,.019509736,,2,3,59,,,106,9347,188,2,,,,,,
Gifu,22490,165,0,-5,96.13194025529732,1997000,101.1436114285714,1348439,758530,589909,202127,104076,98051,,.016440956,.015932852,.017016979,.017958226,.017308302,.018869288,,2,2,59,,,190,9428,188,2,,,,,,
Gifu,22497,331,1,-4.5,93.73649842428452,1997000,99.38448000000001,1348439,758530,589909,202127,104076,98051,,.016440956,.015932852,.017016979,.017958226,.017308302,.018869288,,4,1,59,,,394,9562,189,4,,,,,,
Gifu,22504,747,0,-16,93.73649842428452,1997000,99.38448000000001,1499905,839222,660683,202127,104076,98051,,.016440956,.015932852,.017016979,.017645212,.017252713,.018170293,,4,4,59,,,843,9873,189,4,,,,,,
Gifu,22511,2031,4,-17.25,93.73649842428452,1997000,99.38448000000001,1721448,960691,760757,202127,104076,98051,,.016440956,.015932852,.017016979,.017235575,.017081674,.017433928,,4,2,59,,,1913,10484,193,4,,,,,,
Gifu,22518,2244,7,-13,93.73649842428452,1997000,99.38448000000001,1869431,1029080,840351,202127,104076,98051,,.016440956,.015932852,.017016979,.017114926,.016877891,.017414421,,8,4,59,,,2853,12132,200,8,,,,,,
Gifu,22525,1614,4,-18.5,93.21057229034459,1997000,99.09544428571428,2008364,1102804,905560,202127,104076,98051,,.016440956,.015932852,.017016979,.017020267,.016781205,.017320758,,24,12,59,,,2385,14341,204,24,,,,,,
Gifu,22532,959,3,-15.25,93.00020183676861,1997000,98.97983000000001,2148896,1181268,967628,202127,104076,98051,,.016440956,.015932852,.017016979,.016876573,.016686179,.017114973,,16,21,59,,,1429,16368,207,16,,,,,,
Gifu,22539,446,1,-11.5,93.00020183676861,1997000,98.97983000000001,2301533,1260104,1041429,202127,104076,98051,,.016440956,.015932852,.017016979,.016809527,.016671853,.01697918,,14,17,59,,,716,17564,208,14,,,,,,
Gifu,22546,267,2,-8,93.00020183676861,1997000,98.97983000000001,2407679,1306626,1101053,202127,104076,98051,,.016440956,.015932852,.017016979,.016745346,.016620703,.016895708,,8,12,59,,,422,18136,210,8,,,,,,
Gifu,22553,201,5,-6.5,94.0479320155832,1997000,99.13916857142858,2519323,1352922,1166401,202127,104076,98051,,.016440956,.015932852,.017016979,.01655506,.01646404,.016661905,,4,6,59,,,303,18482,215,4,,,,,,
Gifu,22560,143,1,-2.25,95.44490558733597,1997000,99.35162000000001,,,,,,,,,,,,,,,4,3,59,,,180,18741,216,4,,,,,,
Gifu,22567,79,1,-2.5,95.44490558733597,1997000,99.35162000000001,2727106,1437422,1289684,202127,104076,98051,,.016440956,.015932852,.017016979,.016452882,.016390156,.016523363,,3,3,59,,,138,18874,217,3,,,,,,
Gifu,22574,54,0,-.75,95.44490558733597,1997000,99.35162000000001,2812218,1469357,1342861,202127,104076,98051,,.016440956,.015932852,.017016979,.016443348,.016428342,.016459798,,3,2,59,,,74,18776,217,3,,,,,,
Gifu,22581,57,1,1.75,95.44490558733597,1997000,99.35162000000001,,,,,,,,,,,,,,,1,2,59,,,70,18837,218,1,,,,,,
Gifu,22588,80,0,3.5,97.54117254697995,1997000,99.90090999999998,2900407,1491810.5,1408596.5,202127,104076,98051,,.016440956,.015932852,.017016979,.016377777,.01637293,.016382718,,1,1,59,,,98,18888,218,1,,,,,,
Gifu,22595,25,0,1.75,97.54117254697995,1997000,99.90090999999998,,,,,,,,,,,,,,,0,1,59,,,39,18975,218,0,,,,,,
Gifu,22602,6,0,4.75,97.54117254697995,1997000,99.90090999999998,,,,,,,,,,,,,,,0,0,59,,,13,19008,218,0,,,,,,
Gifu,22609,13,0,-3.25,97.54117254697995,1997000,99.90090999999998,,,,,,,,,,,,,,,0,0,59,,,13,19020,218,0,,,,,,
Gifu,22616,8,0,-5.25,97.54117254697995,1997000,99.0765457142857,,,,,,,,,,,,,,,0,0,59,,,11,19032,218,0,,,,,,
Gifu,22623,8,0,-6.5,,1997000,98.74679999999999,3008104,1509370,1498734,202127,104076,98051,,.016440956,.015932852,.017016979,.01624625,.016211143,.016281758,,0,0,59,,,9,19042,218,0,,,,,,
Gifu,22630,7,1,-6.75,,1997000,98.74679999999999,3012006,1510864,1501142,202127,104076,98051,,.016440956,.015932852,.017016979,.016230492,.016203392,.016257862,,0,0,59,,,8,19049,219,0,,,,,,
Gifu,22637,0,0,-5,,1997000,98.74679999999999,,,,,,,,,,,,,,,0,0,59,,,5,19052,219,0,,,,,,
Gifu,22644,7,0,-17.25,,1997000,98.41974285714285,,,,,,,,,,,,,,,0,,,,,7,19056,219,0,,,,,,
Gifu,22651,258,0,-8.5,,1997000,97.60209999999998,3016156,1513127,1503029,202127,104076,98051,,.016440956,.015932852,.017016979,.016217228,.016201384,.01623321,,0,0,59,,,219,19061,219,0,,,,,,
Gifu,22658,1138,0,-15.75,,1997000,97.60209999999998,3043258,1526427,1516831,202127,104076,98051,,.016440956,.015932852,.017016979,.016173877,.016161356,.016186496,,0,0,59,,,1108,19160,219,0,,,,,,
Gifu,22665,3070,1,-14.25,,1997000,97.60209999999998,3045920,1527649,1518271,202127,104076,98051,,.016440956,.015932852,.017016979,.016167473,.016152676,.016182387,,0,0,59,,,3064,20013,220,0,,,,,,
Gifu,22672,5085,3,-14.5,,1997000,97.60209999999998,,,,,,,,,,,,,,,1,0,59,,,5625,22384,223,1,,,,,,
Gifu,22679,5951,6,-14.25,,1997000,97.42098571428572,3050553,1529942,1520611,202127,104076,98051,,.016440956,.015932852,.017016979,.016151855,.016134683,.01616917,,5,1,59,,,6819,26246,229,5,,,,,,
Gunma,21937,0,0,,100.000001515194,1952000,102.2745,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gunma,21944,0,0,,99.85433256180313,1952000,102.0157857142857,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gunma,21951,0,0,,99.49016017832604,1952000,101.369,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gunma,21958,0,0,-2.5,99.49016017832604,1952000,101.369,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gunma,21965,0,0,2.25,99.49016017832604,1952000,101.369,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gunma,21972,0,0,-1.25,98.97978372983452,1952000,100.9686328571429,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gunma,21979,1,0,-7.25,95.91752503888543,1952000,98.56642999999998,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gunma,21986,4,0,-2.5,95.91752503888543,1952000,98.56642999999998,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Gunma,21993,6,1,3,95.91752503888543,1952000,98.56642999999998,,,,,,,,,,,,,,,0,,,,,10,0,1,0,,,,,,
Gunma,22000,7,0,-2,95.91752503888543,1952000,98.56642999999998,,,,,,,,,,,,,,,0,,,,,17,0,1,0,,,,,,
Gunma,22007,8,0,-8.75,88.61430314856626,1952000,96.00593714285715,,,,,,,,,,,,,,,0,,,,,24,1,1,0,,,,,,
Gunma,22014,64,1,-12,85.6930143924386,1952000,94.98174000000002,,,,,,,,,,,,,,,0,,,,,83,5,2,0,,,,,,
Gunma,22021,32,4,-18.5,85.6930143924386,1952000,94.98174000000002,,,,,,,,,,,,,,,0,,,,,103,14,5,0,,,,,,
Gunma,22028,19,8,-23,85.6930143924386,1952000,94.98174000000002,,,,,,,,,,,,,,,0,,,,,117,15,9,0,,,,,,
Gunma,22035,5,2,-22,83.71865321427642,1952000,90.67866000000001,,,,,,,,,,,,,,,0,,,,,94,36,16,0,,,,,,
Gunma,22042,1,2,-24.75,81.08617164339348,1952000,84.94122,,,,,,,,,,,,,,,2,,,,,63,66,18,2,,,,,,
Gunma,22049,0,0,-19.75,81.08617164339348,1952000,84.94122,,,,,,,,,,,,,,,1,,,,,35,94,18,1,,,,,,
Gunma,22056,2,1,-20.25,81.08617164339348,1952000,84.94122,,,,,,,,,,,,,,,1,,,,,22,108,19,1,,,,,,
Gunma,22063,0,0,-13.25,81.08617164339348,1952000,84.94122,,,,,,,,,,,,,,,1,,,,,12,118,19,1,,,,,,
Gunma,22070,2,0,-10.25,88.02479035715361,1952000,92.05453,,,,,,,,,,,,,,,1,,,,,9,123,19,1,,,,,,
Gunma,22077,0,0,-10.5,88.02479035715361,1952000,92.05453,,,,,,,,,,,,,,,0,,,,,5,127,19,0,,,,,,
Gunma,22084,0,0,-6,88.02479035715361,1952000,92.05453,,,,,,,,,,,,,,,0,,,,,2,130,19,0,,,,,,
Gunma,22091,1,0,-6.75,88.02479035715361,1952000,92.05453,,,,,,,,,,,,,,,0,,,,,2,131,19,0,,,,,,
Gunma,22098,3,0,-8.25,89.99993920460243,1952000,94.10033,,,,,,,,,,,,,,,0,,,,,3,133,19,0,,,,,,
Gunma,22105,0,0,-12.5,90.78999874358195,1952000,94.91864999999999,,,,,,,,,,,,,,,0,,,,,2,134,19,0,,,,,,
Gunma,22112,12,0,-10.5,90.78999874358195,1952000,94.91864999999999,,,,,,,,,,,,,,,1,,,,,12,136,19,1,,,,,,
Gunma,22119,12,0,-7,90.78999874358195,1952000,94.91864999999999,,,,,,,,,,,,,,,2,,,,,21,139,19,2,,,,,,
Gunma,22126,13,0,-8,91.22749125371229,1952000,96.09337857142854,,,,,,,,,,,,,,,1,,,,,30,143,19,1,,,,,,
Gunma,22133,34,0,-2.75,92.32122252903808,1952000,99.03020000000001,,,,,,,,,,,,,,,0,,,,,91,161,19,0,,,,,,
Gunma,22140,72,0,6.75,92.32122252903808,1952000,99.03020000000001,,,,,,,,,,,,,,,0,,,,,101,178,19,0,,,,,,
Gunma,22147,82,0,-5.5,92.32122252903808,1952000,99.03020000000001,,,,,,,,,,,,,,,0,,,,,132,229,19,0,,,,,,
Gunma,22154,57,0,-7.5,92.32122252903808,1952000,99.03020000000001,,,,,,,,,,,,,,,0,,,,,90,328,19,0,,,,,,
Gunma,22161,45,0,-10.25,94.56121408159353,1952000,98.91937142857141,,,,,,,,,,,,,,,0,,,,,63,392,19,0,,,,,,
Gunma,22168,65,0,-7.5,94.93454600701943,1952000,98.90089999999999,,,,,,,,,,,,,,,0,,,,,91,431,19,0,,,,,,
Gunma,22175,116,0,-2,94.93454600701943,1952000,98.90089999999999,,,,,,,,,,,,,,,0,,,,,139,505,19,0,,,,,,
Gunma,22182,36,0,-8,94.93454600701943,1952000,98.90089999999999,,,,,,,,,,,,,,,1,,,,,85,595,19,1,,,,,,
Gunma,22189,29,0,-1,96.22262907794104,1952000,99.28821428571429,,,,,,,,,,,,,,,2,,,,,42,664,19,2,,,,,,
Gunma,22196,31,0,-5.25,97.18869138113224,1952000,99.57870000000001,,,,,,,,,,,,,,,5,,,,,44,692,19,5,,,,,,
Gunma,22203,15,0,-.5,97.18869138113224,1952000,99.57870000000001,,,,,,,,,,,,,,,4,,,,,38,712,19,4,,,,,,
Gunma,22210,93,0,3.25,97.18869138113224,1952000,99.57870000000001,,,,,,,,,,,,,,,5,,,,,96,743,19,5,,,,,,
Gunma,22217,34,0,6.25,97.05445080115146,1952000,99.48485428571429,,,,,,,,,,,,,,,5,,,,,67,815,19,5,,,,,,
Gunma,22224,24,1,2.25,96.2490073212667,1952000,98.92178,,,,,,,,,,,,,,,4,,,,,44,860,20,4,,,,,,
Gunma,22231,31,0,1.5,96.2490073212667,1952000,98.92178,,,,,,,,,,,,,,,3,,,,,41,890,20,3,,,,,,
Gunma,22238,89,1,.5,96.2490073212667,1952000,98.92178,,,,,,,,,,,,,,,1,,,,,99,925,21,1,,,,,,
Gunma,22245,150,0,-4.75,96.2490073212667,1952000,98.92178,,,,,,,,,,,,,,,3,,,,,182,974,21,3,,,,,,
Gunma,22252,193,1,-7.25,95.7946115177547,1952000,98.80223428571428,,,,,,,,,,,,,,,5,,,,,259,1090,22,5,,,,,,
Gunma,22259,264,4,-7.75,95.71887888383604,1952000,98.78230999999998,,,,,,,,,,,,,,,8,,,,,313,1273,26,8,,,,,,
Gunma,22266,281,6,-10.75,95.71887888383604,1952000,98.78230999999998,,,,,,,,,,,,,,,6,,,,,396,1471,30,6,,,,,,
Gunma,22273,239,3,-9.75,95.71887888383604,1952000,98.78230999999998,,,,,,,,,,,,,,,9,,,,,343,1756,35,9,,,,,,
Gunma,22280,240,11,-24,95.69980936169166,1952000,98.00711000000001,,,,,,,,,,,,,,,10,,,,,351,2015,46,10,,,,,,
Gunma,22287,460,3,-16.75,95.67438333216582,1952000,96.97351000000002,,,,,,,,,,,,,,,15,,,,,556,2267,49,15,,,,,,
Gunma,22294,418,11,-19.25,95.67438333216582,1952000,96.97351000000002,,,,,,,,,,,,,,,11,,,,,596,2634,60,11,,,,,,
