prefecture,Prefecture_JP,year,month,positive,death,population,qe,FujiiKasaigdo,FujiiKasaigdo_raw,Fujiigdo,Fujiigdo_raw,FujiiKasaigdp,Fujiigdp,rdei,rdei_setsubi,rdei_shohi,rdei_koukyou,rdei_jyutaku,qFujiigdp,qFujiigdponly,qFujiiKasaigdponly,qrdei,qrdeionly,ITA,IIP,KasaiIIP,mobility,creditall,creditservice,pos,travel,eventticket,restaurantinfo,joboffer,eventinfo,travelinfo,movieinfo,qe_民間最終消費支出,qe_家計最終消費支出,qe_除く持ち家の帰属家賃,qe_民間住宅,qe_民間企業設備,qe_民間在庫変動,qe_政府最終消費支出,qe_公的固定資本形成,qe_公的在庫変動,qe_純輸出,qe_輸出,qe_輸入,qe_開差,qe_交易利得,qe_GDI,qe_海外からの純受取,qe_海外からの受取,qe_海外への支払,qe_GNI,qe_国内需要,qe_民間需要,qe_公的需要,qe_総固定資本形成,qe_最終需要,departsuper,conveni,kaden,drugstore,Kasaiiip,hhexp,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBservice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Tokyo,東京都,2020,4,3748,104,13822000,92.05101615658502,90.58667,86.457542,90.591034,86.445724,90.34169,90.31806062491977,82.573395,10.52495570366352,33.64483407985404,2.351167728538045,2.615683902051047,94.649063,94.656898,94.681664,86.53302,86.525841,90.250854,90.647179,90.786514,-39.625,-17.5,-26.5,21.96666666666667,-98,-99.7668614,-73.34067107128054,-10.93333333333333,-59.10374404839134,-50.12121027425271,-28.33298830540372,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.8,97950.10000000005,1098.3,4640.300000000001,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999998,516907.4000000003,376127.7,140782.7000000001,132222.1000000001,498822.9000000003,-39.8,-15.7,-11.3,-2.8,80.8,267922,26,30,26.9,33.2,22.5,25.9,23.4,18.9,18.6,27.9,25,27.5,25.5,-4.574490736683572,979,1702,,,,,,,,,,,,,,,,,,,84.59999999999999,107.5,102,,,,,,,,,,,,,
Tokyo,東京都,2020,5,957,185,13822000,92.05101615658501,86.417099,82.478027,86.616562,82.653114,86.934441,87.28461954619085,78.021606,8.934022373347942,32.68685961022462,2.211369399143676,2.595777521250175,91.470161,91.477737,91.110733,81.762962,81.75618,87.524483,86.109978,84.044945,-38.75,-16.5,-25,13,-98,-99.86327009999999,-67.00528676689603,-27.25,-77.96407929960931,-62.55905077151048,-32.57933536736859,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.79999999999,97950.10000000005,1098.3,4640.3,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999997,516907.4000000003,376127.6999999999,140782.7000000001,132222.1000000001,498822.9000000003,-35.4,-14.7,4.7,-7.4,74.8,252017,25.9,16.7,30.6,36.3,33.3,23.6,22.9,24.1,27.8,21,25,30.8,25.1,-19.40842539316296,918,1675,,,,,,,,,,,,,,,,,,,82.8,106.7,102,,,,,,,,,,,,,
Tokyo,東京都,2020,6,994,20,13822000,92.05101615658502,93.481689,89.220596,93.896629,89.60006,92.72802,93.48694726910615,85.713173,9.289656051589045,37.21833424105047,2.29128335028478,2.205745873910403,97.969902,97.97802,97.182632,89.823357,89.81591,94.111076,90.430511,85.955055,-24.875,-8.5,-13,7,-93,-99.43267419999999,-46.91698071697713,-28.25,-61.54222329840282,-40.71047352919778,-44.23384450541822,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.8,97950.10000000005,1098.3,4640.300000000001,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999998,516907.4000000003,376127.7,140782.7000000001,132222.1000000001,498822.9000000003,-12,-10,16.4,-4.3,76.5,273699,26.7,16.7,33.3,33,37.5,24.9,24.3,22.2,16.7,27,50,29.1,26.3,28.79400526986453,1320,3116,,,,,,,,,,,,,,,,,,,158.9,106.6,101.9,,,,,,,,,,,,,
Tokyo,東京都,2020,7,6464,7,13822000,96.93237744116199,93.851379,89.576157,94.216263,90.255531,93.275848,94.63460131959559,85.876465,9.106041964374866,37.66193014469119,2.134790937831534,2.199423973146339,98.787506,97.956688,96.55024,89.645027,90.41185,95.069046,92.507072,84.494385,-25,-6.5,-9,9.193548387096774,-90,-91.3108945,-45.08445445873926,-24.67741935483871,-54.64595419116981,-22.78397288311065,-53.67457746626006,284840.4000000001,275696.5,226015,18576.5,83232,181.8999999999999,114127.2000000001,29389,17.89999999999999,-2683.300000000002,88357.10000000005,91040.39999999995,275.8999999999999,3849.100000000002,531806.5,18199.40000000001,28717.30000000001,10517.9,550005.9000000001,530330.6999999997,386810.0999999998,143524.7000000001,131252.7000000001,527783.0999999997,-13.8,-12,12.7,-1.5,75.2,266897,27.7,16.7,27.8,36.5,46.7,25.5,25.8,29.6,21.4,24.5,50,29.7,27.4,-14.78025366594723,1654,3739,,,,,,,,,,,,,,,,,,,108.3,106.7,102.1,,,,,,,,,,,,,
Tokyo,東京都,2020,8,8125,31,13822000,96.93237744116199,95.602974,91.247963,95.752625,91.727303,93.642113,94.60079940264114,88.853813,9.602253374072479,38.91367653029352,2.209712617536773,2.148267810244832,98.75222,97.9217,96.929359,92.753036,93.54644,94.936493,92.956871,87.303368,-25,-6.5,-11,10,-85,-88.76559090000001,-45.07127766225439,-29,-72.22016786595064,-32.16982020917114,-42.49251431472781,284840.4000000001,275696.5,226015,18576.5,83232,181.8999999999999,114127.2000000001,29389,17.89999999999999,-2683.300000000002,88357.10000000005,91040.39999999995,275.8999999999999,3849.100000000002,531806.5,18199.40000000001,28717.30000000001,10517.9,550005.9000000001,530330.6999999997,386810.0999999998,143524.7000000001,131252.7000000001,527783.0999999997,-10.8,-8.699999999999999,12.1,-1.1,77.7,276360,28.3,16.7,28.6,38.5,44.4,25.3,24.1,29.6,25,28.8,50,31.7,27.7,-61.70478706316696,1222,2924,,,,,,,,,,,,,,,,,,,80.3,106.2,102.1,,,,,,,,,,,,,
Tokyo,東京都,2020,9,4918,45,13822000,96.932377441162,96.190712,91.808929,96.625374,92.563362,94.406624,95.91549579471852,89.211227,9.040549960544233,39.68354509350706,2.165836968205077,2.196663310354447,100.12461,99.282555,97.720711,93.126137,93.922737,96.270119,94.178864,85.280899,-21.5,-6.5,-8,1.185185185185185,-78,-46.1415115,-34.28325126097276,-30.77777777777778,-61.72715890493363,-16.80608325507206,-13.78298725863583,284840.4000000001,275696.5,226015,18576.5,83232,181.9,114127.2,29389,17.89999999999999,-2683.300000000002,88357.10000000005,91040.39999999995,275.8999999999999,3849.100000000002,531806.5,18199.40000000001,28717.30000000001,10517.9,550005.9000000003,530330.6999999997,386810.0999999998,143524.7000000001,131252.7000000001,527783.0999999997,-22.7,-6.9,-23.9,-15.1,75.90000000000001,269863,28.9,16.7,30.6,37.8,41.7,26.2,26,31.5,29.2,27.6,33.3,32.4,28.4,39.28081357009589,1719,4113,,,,,,,,,,,,,,,,,,,82.59999999999999,106,101.9,,,,,,,,,,,,,
Tokyo,東京都,2020,10,5350,47,13822000,98.73796208247464,97.240082,93.417213,97.629738,94.057777,96.159134,97.44025707952868,90.675293,9.080816971490544,40.68067861084999,2.029513917143527,2.166798939979202,101.14067,99.638245,98.328217,94.118805,95.559738,97.623337,96.543694,88.988762,-18.75,1,-2,6.451612903225806,-17,-22.5327066,-23.47933095088184,-21.96774193548387,-69.68690502789805,36.51564373322124,.4895810283466325,289370.5999999999,279973.0999999999,230242.2000000001,18562,84243.20000000003,-818.2999999999996,114961,30023.19999999998,-96.5,1692.099999999999,97786.89999999995,96094.79999999996,-145.6,4364.300000000001,542156.0999999999,19611.7,28856.19999999999,9244.6,561767.8000000003,536235.8000000003,391365.5999999998,144876.2999999999,132885.6000000001,538710.6999999997,.1,-10.1,28,3.4,79.2,283508,31.1,25,38.9,37.9,38.1,27.5,29.8,29.6,27.1,32.4,50,35.5,30.4,-5.071364700159251,1557,3683,,,,,,,,,,,,,,,,,,,81.59999999999999,106,101.9,,,,,,,,,,,,,
Tokyo,東京都,2020,11,9861,34,13822000,98.73796208247465,97.67337,93.833466,98.056503,94.468925,96.664337,97.93524840764546,91.002602,9.382821645134221,40.53710694269133,2.07826787868027,2.154382613734989,101.65446,100.1444,98.844818,94.458542,95.904678,98.277596,96.258736,88.764046,-18.5,-4,-7.5,4,-5,-50.8938041,-36.52080694035438,-15.75,-31.85751648498973,27.8227066870618,-3.137459933669982,289370.5999999999,279973.0999999999,230242.2000000001,18562,84243.20000000001,-818.2999999999996,114961,30023.19999999999,-96.5,1692.099999999999,97786.89999999995,96094.79999999997,-145.6,4364.300000000002,542156.0999999997,19611.7,28856.19999999999,9244.600000000002,561767.8000000003,536235.8000000003,391365.5999999998,144876.2999999999,132885.6000000001,538710.6999999997,-10.4,-10.5,27.2,.4,79,278718,32.6,27.8,33.3,38.1,42.9,29.6,30.2,33.3,27.1,35.2,50,35.8,32,-12.83202006534569,1962,3612,,,,,,,,,,,,,,,,,,,84.59999999999999,106.1,101.4,,,,,,,,,,,,,
Tokyo,東京都,2020,12,19369,138,13822000,98.73796208247464,97.042595,93.227493,97.284584,93.72525,96.308029,97.30352946815947,90.146965,9.491252698086273,39.82996332214711,2.19799965719954,2.124205822764951,100.99876,99.498428,98.480476,93.570412,95.002953,97.596138,95.87059,90,-22,-7,-12.5,9.580645161290322,-45,-62.5963991,-49.18619227097357,-14.67741935483871,-18.94694652689792,.2308426314048611,-19.2393409563495,289370.5999999999,279973.0999999999,230242.2000000001,18562,84243.20000000003,-818.2999999999996,114961,30023.19999999998,-96.5,1692.099999999999,97786.89999999995,96094.79999999996,-145.6,4364.300000000001,542156.0999999999,19611.7,28856.19999999999,9244.6,561767.8000000003,536235.8000000003,391365.5999999998,144876.2999999999,132885.6000000001,538710.6999999997,-9.4,-8.6,14.1,-2.4,80.09999999999999,315007,32,16.7,33.3,35.8,44.4,31.3,30.4,31,29.2,31.1,50,35.6,31.4,-50.35425513926627,1245,3273,,,,,,,,,,,,,,,,,,,182.8,105.9,101,,,,,,,,,,,,,
Tokyo,東京都,2021,1,40367,259,13822000,98.20111901210964,96.069618,92.452591,96.273636,92.7827,97.176842,97.83707355855117,87.728333,9.477998867124407,38.46639166609655,2.142825734310599,2.116956071398645,101.51818,99.793518,99.120087,91.029099,92.629967,97.862274,97.713661,93.820221,-34,-11.5,-17.5,10,-83,-53.8348646,-55.78135995058862,-1.75,-26.59170467361918,-41.13384223400664,-24.74281886184755,287101.7000000001,277762.7000000001,228024.7000000001,18723.3,84577.70000000003,-195,114245.8999999999,29524.19999999998,-25.29999999999999,1012.599999999999,99945.29999999996,98932.70000000004,-97.40000000000005,1056.900000000001,535924.6999999997,20055.8,30233.30000000002,10177.5,555980.5,533923.8000000003,390204.3000000002,143725.7999999999,132872.1000000001,535105,-16.5,-9,6,-5,83.5,267760,31.4,29.2,33.3,35.7,38.9,31.9,28.6,33.3,24.1,29.8,50,37.3,30.4,55.9644007291439,1475,3505,,,,,,,,,,,,,,,,,,,81.8,105.1,101.4,,,,,,,,,,,,,
Tokyo,東京都,2021,2,10997,490,13822000,98.20111901210963,96.593391,92.956642,96.691711,93.185616,95.616425,96.07436859663723,90.29686,9.557777047498803,39.9093286929966,2.176313955174075,2.089197100867594,99.689148,97.995567,97.528465,93.694267,95.34201,96.074989,96.071327,93.370789,-29.75,-9.5,-16.5,8,-76,-60,-54.68654889345553,-10.25,-56.90083794699152,-50.75369706563323,-19.65095657666557,287101.7000000001,277762.7000000001,228024.7000000001,18723.29999999999,84577.7,-195,114245.8999999999,29524.19999999999,-25.29999999999999,1012.6,99945.29999999997,98932.70000000003,-97.40000000000005,1056.900000000001,535924.6999999997,20055.8,30233.30000000001,10177.5,555980.5,533923.8000000003,390204.3000000001,143725.7999999999,132872.1000000001,535105,-7.7,-12.4,2.3,-14.3,83.09999999999999,252451,32.5,16.7,44.4,34.9,46.7,32.9,28.4,33.3,29.2,33.9,50,36.2,31.9,10.37064422522312,1686,3960,,,,,,,,,,,,,,,,,,,80.59999999999999,105.2,101.5,,,,,,,,,,,,,
Tokyo,東京都,2021,3,9310,394,13822000,98.20111901210964,98.438133,94.731934,98.739899,95.159538,97.803627,98.6588258569373,91.660248,9.408772772178873,40.68660367194978,2.309547466930808,2.138998557805508,102.37085,100.63171,99.759407,95.108948,96.78157,98.800598,97.964554,92.921349,-24.75,-9,-14.5,7.25,-74,-67,-49.43345371114911,-11,-26.02014512431635,-28.45837806460968,10.62107784776845,287101.7000000001,277762.7000000001,228024.7000000001,18723.3,84577.70000000003,-195,114245.8999999999,29524.19999999998,-25.29999999999999,1012.599999999999,99945.29999999996,98932.70000000004,-97.40000000000005,1056.900000000001,535924.6999999997,20055.8,30233.30000000002,10177.5,555980.5,533923.8000000003,390204.3000000002,143725.7999999999,132872.1000000001,535105,5,-1.9,11.7,-2.1,82.7,309800,36.5,16.7,40,41.9,46.7,36.1,33.8,27.8,33.3,37.9,50,41.2,35.7,-16.83009780623426,2216,5086,,,,,,,,,,,,,,,,,,,,,101.6,,,,,,,,,,,,,
Tokyo,東京都,2021,4,18075,121,13822000,98.77477365416009,99.46228,96.017609,99.592384,95.96077,99.245934,99.13225367827833,92.789291,10.53047391698482,40.49682312319121,2.027734461180415,2.160749635278586,102.88389,101.47121,101.58757,96.30088,97.660522,99.069008,99.441978,100.11236,-22.5,-1.5,-4,8.447130000000003,-78,-68,-54.81651908072804,-15.9,,,,289058.7000000001,279795.5999999999,230019,18917.09999999999,86267.89999999995,-177.6999999999999,115084,28514.80000000001,-20,392.7999999999999,103043.8,102651,-45,-1543.2,536449.1999999997,20529.09999999999,31070.59999999998,10541.5,556978.3000000003,537588.6999999997,394068.8000000001,143522.7000000001,133706.2000000001,538187.6999999997,38.9,10.3,13.5,3.3,89.09999999999999,301043,36.8,16.7,36.7,41.5,50,38.8,33.3,33.3,31,35.1,50,40.2,36.3,.7777706028255835,1403,2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo,東京都,2021,5,21871,164,13822000,98.77477365416009,95.736031,92.42041,95.509468,92.026733,96.635849,95.84850631245718,88.204964,9.74634840711796,38.52458057137326,1.972764132212037,2.244107450758705,99.475868,98.109978,98.915901,91.54306,92.835526,95.742386,96.368187,101.01124,-27.75,-9.5,-16.5,9.446295000000001,-81,-84,-65.49582981516369,-13.25,,,,289058.7000000001,279795.5999999999,230019,18917.09999999999,86267.89999999995,-177.6999999999999,115084,28514.80000000001,-20,392.7999999999998,103043.8,102651,-45,-1543.199999999999,536449.1999999997,20529.09999999999,31070.59999999998,10541.5,556978.3000000003,537588.6999999997,394068.8000000002,143522.7000000001,133706.2000000001,538187.6999999997,16.8,6.9,4.5,8.5,89.90000000000001,281063,35,16.7,38.9,36.6,41.7,38,32.1,31.3,33.3,31.6,50,38.6,34.4,90.2,1355,2831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo,東京都,2021,6,12977,179,13822000,98.77477365416009,98.318657,94.913589,97.759468,94.194695,98.566254,97.1284600504376,91.260933,10.03704956850054,40.18235283944457,1.901340453386254,2.185561929287345,100.80427,99.420135,100.89185,94.714684,96.051926,96.873894,98.375099,106.85394,-22.875,-11,-17.5,6.703703703703703,-76,-47,-61.44444444444444,-12.59259259259259,,,,289058.7000000001,279795.5999999999,230019,18917.09999999999,86267.89999999995,-177.6999999999999,115084,28514.80000000001,-20,392.7999999999999,103043.8,102651,-45,-1543.2,536449.1999999997,20529.09999999999,31070.59999999998,10541.5,556978.3000000003,537588.6999999997,394068.8000000001,143522.7000000001,133706.2000000001,538187.6999999997,.7,3,-13.8,4.8,95.09999999999999,260285,38.4,16.7,44.4,41.2,29.2,40.5,33.6,31.5,33.3,43.7,50,43.5,37.7,4.296546916082505,1314,2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo,東京都,2021,7,44448,59,13822000,98.07417875942475,98.444458,94.095131,98.176926,93.726234,97.507904,96.77011354422577,90.682358,10.02835300230111,39.98271623917374,1.831890721687167,2.119056332864888,101.36535,100.13941,100.90289,94.988503,96.165787,96.586029,97.6716,102.02247,-24,-7.5,-12.5,8,-72,-42,-61.32258064516129,-14.74193548387097,,,,286247.0999999999,276938.7999999999,227168,18611.3,84189,330,116361.7999999999,27648.90000000002,-63.59999999999997,1077.7,102744,101666.3,-225.8999999999999,-6018.100000000003,528158.3000000003,20101.5,30464.30000000002,10362.79999999999,548259.9000000001,533212.0999999997,389367.4000000002,143856.1,130456.5,533920.0999999997,4,5.3,-7.1,1.3,90.8,267710,38.1,16.7,41.7,40.2,36.7,40,36.3,33.3,30.6,36.9,66.7,40.9,37.7,48.92789380695058,1341,2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo,東京都,2021,8,129193,200,13822000,98.07417875942475,96.113358,91.86702,96.50396,92.129112,94.914085,95.43826819915105,88.819954,9.708517469669795,39.22583096598874,1.787202960457933,2.132209900926179,99.970253,98.7612,98.218765,93.037666,94.190765,95.43573,95.450699,92.35955,-30.25,-11,-18.5,10.5,-76,-68,-67.75,-14.5,,,,286247.0999999999,276938.7999999999,227168,18611.3,84189,330,116361.7999999999,27648.90000000002,-63.59999999999997,1077.7,102744,101666.3,-225.8999999999999,-6018.100000000003,528158.3000000003,20101.5,30464.30000000002,10362.79999999999,548259.9000000001,533212.0999999997,389367.4000000002,143856.1,130456.5,533920.0999999997,-6.1,-.8,-18.7,-1.7,82.2,266638,38.6,16.7,36.1,40.8,40,42.1,35.5,33.3,30.6,36.4,66.7,41.9,38,32.85932030764172,1040,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo,東京都,2021,9,31929,427,13822000,98.07417875942475,96.935188,92.652542,97.239563,92.831367,96.0196,96.37724857047941,89.285492,9.612269887173371,39.62397818193492,1.786481617776689,2.108058994525193,100.95383,99.732872,99.36277,93.525307,94.684456,96.652275,95.030411,92.921349,-25.875,-11,-15.5,3.733333333333333,-74,-51,-60.63333333333333,-15.23333333333333,,,,286247.0999999999,276938.7999999999,227168,18611.3,84189,330,116361.8,27648.90000000002,-63.59999999999997,1077.700000000001,102744,101666.3,-225.8999999999999,-6018.100000000003,528158.3000000003,20101.5,30464.30000000001,10362.79999999999,548259.9000000003,533212.0999999997,389367.4000000002,143856.1000000001,130456.5,533920.0999999997,1.5,.9,-5.1,2.9,82.7,265306,39.1,33.3,40.5,41.7,43.3,41.1,35.5,28.3,28.6,42.2,66.7,43.3,38.4,-47.77347231529231,1193,2891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo,東京都,2021,10,2134,227,13822000,99.18205100812418,98.761131,95.464111,98.963264,95.73999,98.003471,98.55522381649821,92.924759,10.26484216588134,41.10299401969836,1.805537543178344,2.123017363387355,101.87328,100.61037,100.04712,96.053253,97.274269,98.811813,97.298676,94.044945,-19.75,3,-1,5.25,-53,-26,-46.25,-13.25,,,,293173.3,283776.9000000001,233930.7000000001,18431.3,84476.39999999995,-411.7000000000002,115953.7999999999,26594.90000000002,.5,2406.300000000002,103700.8,101294.6,-414.2000000000002,-9507.1,530703.5,20694.8,31649.5,10954.70000000001,551398.3000000003,538118,395693.5,142423.5,129476.5,540586.5,2.7,1,1,-.7,83.7,281996,39.3,33.3,38.1,43.1,33.3,40,36.3,35.2,37.5,40.2,66.7,45.4,38.2,122.1513585546652,1088,2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo,東京都,2021,11,542,19,13822000,99.18205100812416,99.470764,96.150055,99.536583,96.294632,98.340965,98.6301127566194,93.959145,10.24332053332334,41.81249637492056,1.783147519206755,2.072953337045056,101.95069,100.68683,100.39165,97.122467,98.357071,98.828171,97.660202,95.955055,-15.625,1.5,-.5,2.25,-43,-37,-48.25,-11,,,,293173.2999999999,283776.9000000001,233930.7000000001,18431.3,84476.39999999995,-411.7000000000002,115953.8,26594.90000000002,.5,2406.300000000002,103700.8,101294.6,-414.2000000000002,-9507.100000000002,530703.5,20694.8,31649.5,10954.70000000001,551398.3000000003,538118,395693.5,142423.5,129476.5,540586.5,5,1.1,-14.2,-3.6,85.40000000000001,277029,40.8,16.7,40.5,43.1,43.3,42.6,38.3,31.5,44.4,40.3,66.7,40.7,40.9,-6.531594065786408,1393,2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo,東京都,2021,12,905,9,13822000,99.18205100812418,98.917206,95.614975,99.188293,95.957687,97.96804,98.65347003931312,93.261909,10.00438631215722,41.65759662434456,1.713309075489201,2.121728116338859,101.97483,100.71067,100.01095,96.401756,97.627205,98.906807,97.412849,93.370789,-16,1.5,.5,6.193548387096774,-34,-44,-51.96774193548387,-2.774193548387097,,,,293173.3,283776.9000000001,233930.7000000001,18431.3,84476.39999999995,-411.7000000000002,115953.7999999999,26594.90000000002,.5,2406.300000000002,103700.8,101294.6,-414.2000000000002,-9507.1,530703.5,20694.8,31649.5,10954.70000000001,551398.3000000003,538118,395693.5,142423.5,129476.5,540586.5,5.1,2.9,-13.2,-2.4,83.09999999999999,317206,40.6,16.7,41.7,39.6,43.3,44.3,37.8,28.3,35.7,42.5,66.7,40.8,40.6,55.66987949959423,1510,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo,東京都,2022,1,194563,26,13822000,,,,,,,,,,,,,,,,,,,,,-24.75,-11.5,-17.5,5,-54,-34,-57,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287801,39.1,16.7,39.6,37.4,50,42.7,35.2,33.3,38.9,40.7,66.7,42.5,38.5,6.927467461276507,1211,2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo,東京都,2022,2,416405,448,13822000,,,,,,,,,,,,,,,,,,,,,-26,,,6.925925925925926,,,-71.85185185185185,3.740740740740741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo,東京都,2022,3,128330,297,13822000,,,,,,,,,,,,,,,,,,,,,-26.25,,,6,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tottori,鳥取県,2020,1,0,0,560000,100.0000022949857,102.13252,100,102.0386,100,100,99.99999982825459,100,.2467021148074866,1.3594696161088,.131352320917874,.042230936943588,102.0386,101.49138,101.49138,102.0386,102.59175,100,100,100,,4.5,9.5,-.3333333333333333,-3,-74.5014245,.9511755582010348,-5.583333333333333,-4.905364885698648,14.78685108062419,5.084870186340555,295965.7999999999,288033.7000000001,238297.8999999999,19500.2,89811.30000000003,710,111303.9,28066.20000000001,19.4,-718,98857.80000000003,99575.80000000003,6.700000000000002,-675.3000000000001,543990.4000000001,21166.2,32566.5,11400.3,565156.5999999999,545297.7000000001,405935.7999999999,139362.3,137359.1,543988.9000000001,-2.2,.6,-1.7,6.5,96.40000000000001,287173,,,,,,,,,,,,,,-70.25568131283484,246,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tottori,鳥取県,2020,2,0,0,560000,100.0000022949857,100.58881,98.488518,100.50269,98.494781,99.632408,99.64493735488362,97.344627,.2487036894203356,1.322700857811199,.1202916923885904,.0407996076631595,101.6763,101.13102,101.11831,99.329094,99.867561,99.32489,100.35139,100.3112,2.5,0,0,3.444444444444445,-23,-24.7920133,1.259362132061293,-1.222222222222222,-3.135135875264009,9.790488529125277,-.1256747061427795,295965.7999999999,288033.7000000001,238297.9000000001,19500.2,89811.29999999999,710,111303.8999999999,28066.19999999999,19.39999999999999,-718,98857.79999999997,99575.79999999997,6.699999999999998,-675.2999999999996,543990.4000000003,21166.2,32566.5,11400.29999999999,565156.5999999997,545297.6999999997,405935.8000000001,139362.2999999999,137359.1000000001,543988.9000000003,.7,4.8,6.6,23,96.7,271735,36,,,38.9,,34.4,36.9,33.3,33.3,41.7,33.3,50,35.4,-26.97517027255671,308,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tottori,鳥取県,2020,3,0,0,560000,100.0000022949857,97.923935,95.879288,97.381454,95.435898,96.65065,95.76387637258996,95.107925,.2513406977986783,1.276512539293599,.1207661039915852,.044068687982875,97.716118,97.192078,98.092079,97.046791,97.572891,95.039291,97.363281,100.20747,0,2,1,3,-56,-100,-7.549087038716706,3.75,.4768592275357649,-9.718809626556318,-8.685437550541614,295965.8,288033.7000000001,238297.9000000001,19500.2,89811.29999999997,710,111303.8999999999,28066.19999999999,19.39999999999999,-718,98857.79999999996,99575.79999999996,6.699999999999997,-675.2999999999996,543990.4000000001,21166.19999999999,32566.5,11400.29999999999,565156.5999999999,545297.6999999997,405935.8000000002,139362.2999999999,137359.1,543988.9000000001,-5.4,-4,-11,7.1,96.59999999999999,292214,31.4,,,36.1,,30.4,31,16.7,16.7,44.4,33.3,33.3,31.3,9.941070246579571,435,1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tottori,鳥取県,2020,4,3,0,560000,92.05101615658502,94.598145,90.286163,95.050308,90.700943,87.835114,88.66467378912834,92.737213,.2517589152625666,1.23352623933728,.1214560925396002,.0437539046727233,92.916389,92.924088,92.054672,97.184219,97.176163,87.305504,91.664833,89.00415,-12,-2.5,0,8.800000000000001,-94,-99.7054492,-62.22399960780051,-8.666666666666666,-64.88102517078981,-43.04841206943771,-24.84944778936604,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.8,97950.10000000005,1098.3,4640.300000000001,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999998,516907.4000000003,376127.7,140782.7000000001,132222.1000000001,498822.9000000003,-13.4,-9.800000000000001,-1.2,23.3,85.8,267922,24.8,,,33.3,,30.4,20.2,16.7,0,16.7,16.7,33.3,24.2,5.623636155649493,224,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tottori,鳥取県,2020,5,0,0,560000,92.05101615658501,92.980659,88.742409,92.29808,88.074654,87.60643,86.27091720260755,89.878387,.2449864564119075,1.193666310355681,.1187072569472328,.0422550228798032,90.407845,90.415337,91.815002,94.188309,94.180496,86.033318,86.79538,91.078835,-12.25,-3.5,-2,3,-99,-100,-48.054942729866,-24.75,-58.66632790669543,-51.31728985701749,-17.63729819199223,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.79999999999,97950.10000000005,1098.3,4640.3,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999997,516907.4000000003,376127.6999999999,140782.7000000001,132222.1000000001,498822.9000000003,-11.5,-10,9.4,13.1,87.8,252017,22.3,,,27.8,33.3,27.2,16.7,12.5,25,16.7,16.7,22.2,22.3,-24.64882457325021,228,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
