prefecture,year,month,positive,death,population,gdo,gdp,mobility,credit_all,credit_service,pos,travel,eventticket,restaurant_info,joboffer,event_info,travel_info,movie_info,departsuper,conveni,kaden,drugstore,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBsurvice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Miyagi,2021,2,214,3,2316000,,95.71151,-17.25,-4.5,-4,0,-68,-77,-44.76236418,-4.5,-51.58556082,-41.31626258,-0.000344991,-6.2,-5.2,8.5,-4.1,34.9,16.7,50,41.8,34.8,32.3,32.6,27.8,26.7,35.8,25,36.3,34.7,-32.0474222,642,2439,,,,,,,,,,,,,,,,,,,,,,,,,-95.6,,-66.7,,,,-20.8,,,-4.6
Miyagi,2021,3,2412,6,2316000,,,-11.75,-7.5,-7.5,-3.5,,-94,-48.71895191,-9.75,-1.112186464,-19.44640405,42.1925451,,,,,36,16.7,50,41.3,27.8,36.5,32.6,30,29.2,39,25,37.2,35.8,33.46422637,928,3292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,2021,4,2007,35,2316000,,,-12.5,,,1.3200001,,,-58.56,-10.444445,,,,,,,,36.9,16.7,50,44.6,29.6,32.8,34.8,22.9,31.5,40.1,25,41.7,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,2021,5,297,8,2316000,,,-14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyazaki,2020,1,0,0,1081000,102.05053,100,,-2,-3.5,-1.9166666,-14,42.2750424,1.456149692,-1.4166666,-3.514950708,-0.798295119,2.217913388,2.2,0.8,0.8,0,,,,,,,,,,,,,,22.55006385,443,1275,,267006,,,,,,,,,,,,,,,,,,,0,,,267,,,,,,7220,,,,
Miyazaki,2020,2,0,0,1081000,100.22086,99.519661,1.25,3,1.5,3.8518519,-14,-56.5425532,1.559360528,-15.555555,-2.101850404,0.282622439,2.850036428,5.3,3.7,7.6,14.7,40.8,,,,,41.7,,,,,,50,39,6.236126654,516,1493,,257907,,,,,,,,,,,,,,,,,,,0.3,,,256,,,,,,6769,,,,
Miyazaki,2020,3,3,0,1081000,97.048302,96.131218,-6.5,-4.5,-5,2.5,-64,-97.6851852,-13.46608317,2.75,-10.0857728,-13.8826672,-10.76945011,-10.5,-5.4,-4.3,5.6,33.1,,,,,25,,,,,,33.3,33,-18.65940522,524,1884,,137054,,,,,,,,,,,,,,,,,,,0.1,,,384,,,,,,14782,,,,
Miyazaki,2020,4,14,0,1081000,94.727562,90.423874,-13.5,1.5,5,7.7333331,-95,-99.7070313,-52.74326553,-7.8666668,-75.08054143,-38.89583786,-24.843641,-16.8,-8.6,-2.8,13.2,25.7,,,,,24.1,,,,,,28.3,25.2,23.1166176,330,886,,27685,,,,,,,,,,,,,,,,,,,0.1,,,120,,,,,,16301,,,,
Miyazaki,2020,5,0,0,1081000,91.092186,87.064659,-17.25,-7.5,-7,1.75,-97,-100,-35.51462443,-19.75,-70.15982617,-49.95483582,-15.90835375,-7.6,-6.5,16.6,9,30.2,,,,,19.7,,,,,,29.6,30.2,-42.27649238,282,599,,16243,,,,,,,,,,,,,,,,,,,-0.5,,,763,,,,,,11427,,,,
Miyazaki,2020,6,0,0,1081000,95.36216,93.268021,-12.875,0.5,-3,2.75,-81,-100,-11.67588542,-15.5,-58.83027596,-27.84049275,-35.51602659,-0.7,-1.2,28.7,7.2,31,,,,,24.1,,,,,,31.7,30.8,-32.79904982,421,1156,,48770,,,,,,,,,,,,,,,,,,,0.2,,,117,,,,,,17526,,,,
Miyazaki,2020,7,124,0,1081000,96.506783,92.321625,-13,5,7,0.96774191,-55,-100,-13.67071603,-14.870968,-58.49123537,-23.53466663,-45.92225394,-1.8,-3.2,8.4,7.2,34.1,,,,,26.4,,,,,,36.7,33.6,-21.82366924,534,1405,,82605,,,,,,,,,,,,,,,,,,,0.5,,,42,,,,,,23264,,,,
Miyazaki,2020,8,217,1,1081000,95.827499,92.410484,-13.125,-2,-2.5,0.75,-53,-100,-43.15892115,-6.5,-65.51358466,-44.11235479,-40.05631147,-5.8,-3.1,15.5,10.5,30.9,,,,,24.2,,,,,,33.3,30.4,1.217309335,387,1199,,71379,,,,,,,,,,,,,,,,,,,0.4,,,70,,,,,,14297,,,,
Miyazaki,2020,9,7,0,1081000,99.229271,96.165405,-8.25,-5,-8,-4.3333335,51,-99.2907801,-25.10137191,-11.888889,-59.24361593,-22.55194305,-12.39294108,-14.3,-0.8,-34.7,-4,36.3,,,,,25,,,,,,40.3,35.5,24.32701157,527,1545,,82201,,,,,,,,,,,,,,,,,,,-0.3,,,62,,,,,,15297,,,,
Miyazaki,2020,10,2,0,1081000,101.72821,99.074371,-1.5,8,7,-1.5806452,62,-90.212766,-13.18853727,-9.0645161,-68.74000154,14.45464244,19.77932082,8.4,-2,39.1,10.8,39.7,,,,,34.6,,,,,,47,38.3,-24.63115355,469,1316,,108232,,,,,,,,,,,,,,,,,,,-0.3,,,862,,,,,,16424,,,,
Miyazaki,2020,11,135,0,1081000,99.734619,98.796478,-1.75,8,8.5,0.5,87,-12.8598848,-15.58147012,0.75,-25.68895049,1.412870495,34.17071974,-8.3,0.9,27.7,7.9,38.4,,,,,30.6,,,,,,50,36.3,-36.11970785,596,1309,,146242,,,,,,,,,,,,,,,,,,,-0.9,,,330,,,,,,7411,,,,
Miyazaki,2020,12,255,7,1081000,100.87579,98.308624,-7.75,1,0.5,0.96774191,50,-98.9003881,-37.55411694,-4.516129,-26.20307836,-14.62874415,-10.18622045,-3.7,-0.9,19.6,6.7,38.2,,,,,32.1,,,,,,43.9,37.2,-25.65938264,478,1161,,109282,,,,,,,,,,,,,,,,,,,-1,,,361,,,,,,14242,,,,
Miyazaki,2021,1,1063,12,1081000,,96.726128,-21.75,-3,-4,2,-72,-100,-53.9060149,-1.5,-25.24827749,-41.65326358,-17.74975768,-13.6,-3,20.6,8.5,34,,,,,26.4,,,,,,38.3,33.3,36.31904665,421,1404,,57238,,,,,,,,,,,,,,,,,,,0.1,,,252,,,,,,8220,,,,
Miyazaki,2021,2,127,1,1081000,,98.455238,-14.875,7.5,7,1.75,-85,-93,-44.65955737,-8.5,-62.94706619,-49.84154274,1.558953103,-9.1,-6.2,9.6,-8.3,35.1,,,,,33.3,,,,,,41,33.7,12.50679346,528,1609,,52095,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,
Miyazaki,2021,3,15,1,1081000,,,-2.5,-7,-7,0.75,,50,-31.02708037,-1,-20.17144296,-29.31440169,35.20567852,,,,,41.2,,,,,40.3,,,,,,42.6,41,71.17233247,648,2095,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
Miyazaki,2021,4,246,0,1081000,,,-5.875,,,0.47999999,,,-36.84,2.3333333,,,,,,,,42.6,,,,,43.6,,,,,,46.7,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyazaki,2021,5,347,1,1081000,,,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagano,2020,1,0,0,2063000,102.05053,100,,-3,-1,2.1666667,-2,-62.6878367,3.064564891,-2.8333333,-2.827152941,7.545188875,3.949852536,-0.4,1,0.2,5,,,,,,,,,,,,,,-3.369080959,987,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.2
Nagano,2020,2,2,0,2063000,99.946884,97.636536,-2,-3,-8,8.0370369,15,-79.8335975,-4.679129915,-1.7407408,-0.994340962,0.907569207,-5.010288937,5.4,4.1,7.4,21.5,33.6,33.3,50,44.1,,30,30.9,36.9,29.6,39.5,25,39.8,32.6,-1.052005055,1117,3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.6
Nagano,2020,3,6,0,2063000,96.851707,93.813217,-7,-4,-6.5,12.5,-54,-99.8850575,-19.27236455,2.25,19.21766113,-16.81039743,-16.22008562,-1.5,-4.8,-5.6,7.4,28.7,16.7,38.9,39.5,50,26.9,26.4,28.1,22.2,29.6,0,35.8,27.7,2.146401862,1608,4461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.9,,,-8.8
Nagano,2020,4,58,0,2063000,91.578186,88.592278,-19.375,-9,-7.5,12.9,-96,-99.993498,-64.93739423,-14.333333,-58.01939182,-41.79211113,-20.65881348,-4.7,-9.1,0.5,12.9,24,16.7,38.9,32.4,,22.7,23.2,22.8,17.9,23.3,16.7,27.1,23.5,-10.80490595,848,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.7,,,-28.4
Nagano,2020,5,10,0,2063000,86.504745,82.737,-20.75,-5,-4,13.5,-99,-98.4599107,-53.70740255,-30.75,-80.66998707,-42.59537786,-11.72572985,-1,-9.9,17.6,5.6,23.4,16.7,38.9,35,,20.4,22.5,22.8,20.5,23.7,8.3,32.5,22,-23.87471243,669,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,,,-44.6
Nagano,2020,6,1,0,2063000,91.418762,87.877853,-8.375,-2.5,-2,11.75,-71,-100,-25.23785301,-29,-68.17215352,-15.90942003,-30.67461094,2.3,-3.4,37.9,10.5,24.7,16.7,37.5,38.3,,20.5,21.2,26,25.8,29.2,0,32.5,23.5,12.24614946,1052,2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.8,,,-19.9
Nagano,2020,7,28,0,2063000,92.255737,88.235832,-9.25,2.5,3,4.6774192,-34,-100,-19.82160448,-28.354839,-57.41170042,-17.89774258,-43.69997562,-1,-7.1,11.7,8.1,25.5,0,37.5,38,,21.2,23.8,32.1,24.2,28.9,8.3,28.6,25.1,-16.39199987,1082,3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,,,-9.5
Nagano,2020,8,151,0,2063000,94.306351,89.319427,1.75,-3.5,-2.5,4.5,-52,-99.480752,-32.86785947,-21,-62.37220202,-33.99517806,-31.98041865,-1.1,-6.7,5.3,9.9,25.9,16.7,37.5,40.2,,21.4,22.8,34.4,24.4,26.9,16.7,30.8,25.1,-27.04842457,882,2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8,,,-14.9
Nagano,2020,9,53,1,2063000,96.25396,92.54451,-2.25,-5.5,-5.5,4.8888888,11,-90.7312049,-9.249887534,-24.629629,-57.67224476,-20.22890522,0.801708022,-10,-2.3,-31,-3.9,28.8,16.7,41.7,41.9,,25.3,26.1,31.3,30.3,28.9,8.3,33.7,27.9,-21.07271366,1290,3605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.8,,,-17.1
Nagano,2020,10,32,3,2063000,98.053566,94.671692,3.75,1.5,1,5.4193549,113,-93.6904371,13.82232433,-20.67742,-62.11340043,19.6327937,28.11461314,5,-3.6,32.7,12.5,32.6,16.7,41.7,50,16.7,28.4,30.1,40.9,31.9,31,8.3,39.2,31.7,-7.750078117,1338,2897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6,,,27
Nagano,2020,11,377,2,2063000,99.491142,95.825432,-1,0,0,8,149,-60.7240812,0.38609499,-9.25,-17.61481813,10.47285941,24.48153125,0.2,-2.5,26.5,10.9,35.7,50,36.7,49.6,16.7,33.1,32.2,38.5,30.3,35.7,8.3,40,35.1,10.83864275,1413,2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.4,,,2.4
Nagano,2020,12,465,9,2063000,98.919823,95.931221,-13,-2,-5,4.483871,45,-79.0192926,-24.58883129,-12.032258,0.491616784,-8.341647306,-8.503500516,-2,-2.8,21.4,7.5,36.4,50,33.3,45.8,33.3,37.2,31.5,31,33.3,35.1,8.3,40.2,35.9,-37.99836312,1146,2740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.3,,,8.5
Nagano,2021,1,1105,21,2063000,,96.275726,-22.5,-5,-3.5,9.25,-70,-86.3662132,-37.68105778,-12.25,-14.07327069,-32.19172392,-10.75163098,-1.1,-4.3,19,6.5,34.4,41.7,27.8,43.4,22.2,36.2,27.2,30.8,30.3,32.8,8.3,39,33.7,-15.33227443,1095,2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,,,3.1
Nagano,2021,2,76,5,2063000,,96.170135,-18.125,-7,-11.5,9.25,-70,-58,-29.3091913,-17,-46.38099955,-38.54539877,-3.333355971,-4.1,-6.9,14.6,-9.4,38.1,50,44.4,45.7,16.7,40.8,31.5,34.7,33.3,35.3,8.3,43.1,37.4,-18.19669628,1191,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.5,,,-2.3
Nagano,2021,3,432,0,2063000,,,-10.75,-3.5,-6,9.75,,-95,-25.22281366,-13.75,-13.1421709,-16.03185816,27.96934977,,,,,41.8,,33.3,45.8,16.7,47.5,33.9,36.1,39.4,35.8,16.7,41.7,41.8,-19.7472774,1674,4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3,,,3.6
Nagano,2021,4,1058,27,2063000,,,-8.125,,,8.6000004,,,-34.4,-11.277778,,,,,,,,43,50,33.3,46.3,50,49.1,35.2,35.6,40.7,35.9,8.3,41.9,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagano,2021,5,260,4,2063000,,,-7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagasaki,2020,1,0,0,1341000,102.05053,100,,-6,-2,4.4166665,-1,0.7741935,6.088053239,-1.6666666,-4.905912161,5.273454803,4.937376464,0.4,0,0.4,3.1,,,,,,,,,,,,,,5.533531216,539,1610,,,,-20.7,-16.5,14364,,,-12,,,4964609,2798238,,,,,,,,0.8,,,,,,,,,,,,,
Nagasaki,2020,2,0,0,1341000,101.05893,99.247673,-1.25,-1,1.5,8.2962961,-24,-88.5,-3.096225274,-8.7407408,-19.66894783,2.867769863,-0.525351822,4.8,2.3,8.2,16.6,36.7,41.7,66.7,46.5,40.5,35.9,30,25,30.6,35.2,,40.5,36,-10.54099905,503,1806,,,,-13.1,-8.4,14233,,,-21.3,,,4967160,2807983,,,,,,,,0.6,,,,,,,,,,,,,
Nagasaki,2020,3,2,0,1341000,97.480865,94.280495,-4.5,-2.5,-1.5,7.25,-77,-99.7455969,-16.89803106,0.5,-11.13123625,-7.311613511,-12.02723463,-4,-5.9,-4.5,6.6,29.1,33.3,50,43.2,19.4,20.8,25.6,16.7,30.6,24.2,50,32.2,28.5,17.2067938,626,2253,,,,-17,-23.8,21102,,,-70.9,,,5035616,2835576,,,,,,,,1.1,,,,,,,,,,,,,
Nagasaki,2020,4,15,1,1341000,95.590759,86.248665,-17.5,0.5,-1.5,13,-98,-99.8826979,-60.55604396,-11.4,-73.15629909,-40.64357092,-24.71081444,-10.7,-10,-4.9,14.7,24.2,33.3,50,33.3,16.7,19,24.4,5.6,19,17.9,,24.5,24.1,-19.33412166,366,1008,,,,-28,10,17068,,,-96.1,,,5090571,2815842,,,,,,,,1.2,,,,,,,,,,,,,
Nagasaki,2020,5,0,0,1341000,92.586624,83.369209,-17.25,-6,-4.5,8.5,-99,-100,-47.83268996,-26.5,-63.60966846,-33.43609684,-24.51976849,-6.2,-9,16.4,9.4,25,33.3,50,33.3,16.7,18.8,26.2,16.7,19,21.4,50,26.2,24.8,-58.85865121,309,695,,,,-14.5,-7.3,14716,,,-90.4,,,5191630,2862016,,,,,,,,1.1,,,,,,,,,,,,,
Nagasaki,2020,6,0,0,1341000,96.724014,90.638832,-12.375,1,-2,7.75,-88,-100,-21.73864211,-21.5,-67.90302382,32.91542594,-38.41224851,0.8,-3.2,51,8.7,27.1,38.9,50,33.3,16.7,23.1,30.2,50,22.2,14.1,,26.9,27.1,11.33592058,414,1479,,,,-19.5,-6,18316,,,-71.8,,,5308746,2885445,,,,,,,,0.9,,,,,,,,,,,,,
Nagasaki,2020,7,57,1,1341000,98.272926,92.965805,-12,2,3,4.967742,-75,-99.0514905,-24.31121265,-21.387096,-55.63951977,-3.80105912,-51.98322028,-0.2,-3.3,25.5,8.2,29.3,44.4,50,36.3,26.7,32.2,27.8,8.3,19.4,21.8,50,20,30.5,17.89862862,513,1722,,,,-23.6,-4.3,16443,,,-60,,,5281576,2902906,,,,,,,,0.4,,,,,,,,,,,,,
Nagasaki,2020,8,157,1,1341000,98.234734,91.284584,-12.25,1.5,3,7.75,-68,-99.9290349,-40.80050565,-15.75,-50.9497807,-30.98807757,-41.71010693,0.2,-4,17.4,13.8,28.7,33.3,50,37.5,25,25.6,27.4,33.3,21.4,24.4,,27.4,29,-57.22543132,474,1466,,,,-24,-18.5,12149,,,-67.3,,,5297959,2909792,,,,,,,,0.2,,,,,,,,,,,,,
Nagasaki,2020,9,5,0,1341000,99.422424,93.579865,-9.5,-3,-0.5,1.037037,-8,-97.1333504,-24.84516338,-21.185184,-57.85693939,-11.98161426,-16.47478014,-12.5,1.5,-28.2,-2,30.9,27.8,50,42.1,30,29.8,30.2,0,27.8,21.4,,33.3,30.6,14.83539813,621,1882,,,,-6.5,-17.8,15291,,,-44.9,,,5283689,2906493,,,,,,,,0.7,,,,,,,,,,,,,
Nagasaki,2020,10,9,0,1341000,100.58564,93.633469,-4.5,-1.5,-2,5.2903228,12,-97.0981291,-12.29948933,-19.806452,-71.81707447,24.22181271,17.44784981,2.4,-0.4,44.4,16,32.6,41.7,66.7,39.8,20,36.7,29.8,0,38.9,25,,33.3,32.5,-44.09705086,586,1670,,,,3.6,5.6,15234,,,-37.2,,,5299560,2900453,,,,,,,,-0.2,,,,,,,,,,,,,
Nagasaki,2020,11,26,0,1341000,99.189354,92.225014,-3.75,-0.5,0.5,2.5,71,-78.6825554,-11.37667556,-10.75,-25.51743094,19.18462062,18.09253996,-2.6,7.6,34.6,9,34.2,38.9,50,45.1,25,32.1,31,25,36.1,32.1,,40.9,33.3,-44.24472243,674,1601,,,,0.2,-3.5,15746,,,-7.4,,,5308883,2898570,,,,,,,,-0.5,,,,,,,,,,,,,
Nagasaki,2020,12,384,1,1341000,99.663666,93.241096,-8.75,0,-0.5,3.3548386,52,-90.4171364,-34.3562445,-13.129032,-7.596877097,-0.921421015,-13.81959482,-3.4,3.2,25.4,8.3,34.8,33.3,66.7,43.5,23.3,33.3,34.9,33.3,33.3,26.4,,39.7,34,33.30805223,572,1526,,,,-5.1,-1.4,16732,,,-14.7,,,5392754,2924406,,,,,,,,-0.6,,,,,,,,,,,,,
Nagasaki,2021,1,871,23,1341000,,91.991714,-22.25,-5.5,1,12,-79,-66.9220945,-45.97563711,-7.5,-21.3643828,-40.16412786,-22.99234669,-11.2,-1.8,13.1,6.3,33.5,38.9,50,40.2,30,28.2,31.3,55.6,33.3,29.2,,38.5,32.7,-25.20746655,563,1686,,,,-18.7,10.9,11966,,,-74.9,,,5416752,2915789,,,,,,,,-0.2,,,,,,,,,,,,,
Nagasaki,2021,2,86,9,1341000,,95.845154,-18.625,-2.5,1.5,9.5,-87,-96,-47.47270535,-10.75,-68.57005209,-50.4595609,-17.2302559,-9.3,-2.3,15.6,-8,32.6,33.3,66.7,37.5,28.6,30.3,34.4,27.8,27.8,24.2,,37.9,31.9,-21.14648102,573,1979,,,,-19.7,2.1,,,,-70.7,,,5455395,2916217,,,,,,,,-0.1,,,,,,,,,,,,,
Nagasaki,2021,3,22,3,1341000,,,-8.75,-7,-6,6,,-97,-35.20097359,-8.5,-18.29329294,-6.586040183,24.2853125,,,,,36.1,33.3,66.7,45.4,36.1,38.9,31.9,27.8,36.1,29.6,,41,35.3,-23.43014942,700,2423,,,,-11.6,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,
Nagasaki,2021,4,443,2,1341000,,,-9.375,,,3.8399999,,,-38.48,-6.6111112,,,,,,,,35.6,33.3,50,48.2,30,31,37.2,25,31,25,,40.3,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagasaki,2021,5,402,3,1341000,,,-13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,1,1,0,1339000,102.05053,100,,1.5,3,-0.16666667,-7,-92.557652,-5.291801479,-12.333333,-1.878560016,8.979712245,6.20542633,-2.6,1.4,0.1,9,,,,,,,,,,,,,,58.71414103,285,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,2,0,0,1339000,99.465431,97.411736,-2.5,-7,-5,4.4074073,-11,-71.4168882,-12.3065705,4.3703704,-7.074794121,6.076277106,-2.660765976,-0.3,1.4,5.2,23.4,34.8,,,51.9,41.7,31.7,30.3,27.8,25,40.5,,38.1,34.4,-16.55459021,345,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,3,10,0,1339000,96.095047,93.442818,-2.25,-6.5,-7,7.75,-75,-85.8585859,-16.78101417,1.75,-2.05310528,-3.312974957,-10.57042333,-2.4,-6.4,-7.2,6.3,29.9,,,46.2,50,23.4,30.3,33.3,22.2,25,,31.3,29.7,11.78483892,366,1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,4,69,1,1339000,89.703064,87.897614,-17.875,-10.5,-10,16.433332,-97,-99.5336442,-62.54868092,-12.966666,-71.25268261,-31.36938765,-23.19913386,-12.3,-11.3,-2.9,8.6,25.2,,,37.5,25,23.2,22.2,25,25,19.4,,25.9,25.1,-16.60793137,238,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,5,8,1,1339000,87.598549,85.104561,-21.5,-5.5,-1.5,10.75,-98,-99.8980632,-50.32998211,-27,-67.71804909,-34.17564697,-18.28526098,-7.1,-9.7,10.3,8.8,23.8,16.7,,36.1,33.3,17.6,23.6,30,16.7,29.2,,24.1,23.8,-41.11325501,163,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,6,0,0,1339000,94.257858,91.905624,-11.875,-3,-1.5,6.25,-90,-100,-16.7212058,-27.5,-43.77928224,-14.37284043,-35.42078912,0.5,-5.5,26.1,6.2,27,,,35.4,33.3,20,39.4,36.7,16.7,26.7,,27.1,26.9,15.04224589,259,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,7,146,0,1339000,95.130966,91.74511,-12,-3,-1,4.1290321,-64,-99.3042378,-6.901494755,-25.645161,-49.36880471,-11.01252267,-49.97887125,-0.7,-7.5,15.2,6.7,31.8,,,43.1,33.3,25,39.4,30,33.3,40,,29.6,32.1,-20.99314277,291,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,8,278,4,1339000,95.406883,90.642853,-12.5,-3.5,-2.5,6.25,-47,-100,-12.240702,-22.5,-54.95053994,-9.172483099,-38.43994488,0.9,-4.1,4,11.8,31,,,45.2,33.3,24.1,42.6,36.1,11.1,27.8,,20.4,32.4,-13.8049414,275,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,9,50,3,1339000,97.721252,93.651474,-10.625,-5,-1,-3.7407408,31,-100,0.522900689,-26.037037,-46.13446384,27.21423596,-12.18590461,-8,-1.8,-30,-13.5,31.9,,,50,33.3,26.8,33.3,41.7,16.7,26.7,,27.1,32.5,-17.50735712,342,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,10,79,1,1339000,98.079102,94.377518,-4.75,1,2,5.8387098,47,-17.2209026,5.014681028,-24.419355,-57.2418646,54.82319636,17.52189701,4.4,7.4,17.3,10.5,34.4,,,53.7,33.3,30.3,37,36.7,16.7,25,,28.6,35.1,-14.17204636,279,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,11,476,2,1339000,96.829887,93.479813,-4.25,-1,-3.5,2.75,50,-44.8751301,-1.681642947,-15.25,-31.07236802,38.29040264,17.81116886,1.1,5.3,20.2,4.4,38.6,,,53.8,33.3,33.8,43.1,33.3,16.7,36.1,,39.6,38.5,65.2438484,324,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,12,846,12,1339000,97.680077,94.900223,-12.5,-2,-1,7.1612902,52,-91.959799,-16.57762134,-18.967741,-19.1641092,3.694574531,-7.101493256,-0.1,1.9,14.8,6.9,37.4,,,54.8,33.3,33.8,36.4,33.3,8.3,33.3,,33.3,37.9,-27.95337468,293,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,1,1006,14,1339000,,93.08036,-19.25,-0.5,-3.5,7.5,-14,-95.7023061,-27.29195863,-5.75,4.013250726,-24.77700694,1.676640822,-1.7,-1.1,9.5,0.8,35.6,,,47.6,33.3,30.6,39.6,41.7,16.7,33.3,,41.7,34.9,-32.98598859,318,1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,2,314,8,1339000,,92.163841,-15.875,-8.5,-4.5,5.75,-4,-99,-20.94330601,-10.75,-27.29476028,-37.44342609,0.893428925,-1.6,2.8,2.4,-10.8,38.8,,,50,33.3,35.8,42.6,36.7,27.8,40,,39.6,38.7,7.802384374,328,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,3,408,9,1339000,,,-7.5,-11,-9.5,-2.75,,-100,-20.22322904,-9.5,9.001285165,-13.83365134,30.01201295,,,,,35.4,,,42.4,33.3,36.9,35,22.2,16.7,31.3,,39.6,34.9,-52.69702858,437,1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,4,2377,21,1339000,,,-9.375,,,1.28,,,-35.92,-14.166667,,,,,,,,35.3,,,43.1,50,32.4,42.9,45.2,4.2,27.1,,40.5,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,5,746,10,1339000,,,-23.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niigata,2020,1,0,0,2246000,102.05053,100,,-4,-4,-2.5833333,-9,89.0202319,6.141901575,-3.5,4.847486905,17.71289126,12.67570577,-0.5,-0.3,2.2,4.5,,,,,,,,,,,,,,-43.33955366,655,2509,,,,,,,,,,,,,,,,,,0.5,,,102,,,,,,,,,,41.4,,,-10.7
Niigata,2020,2,1,0,2246000,102.14958,98.684547,0.25,-1,-1,4.8518519,-8,612.6831502,-3.915387638,-2.5185184,-10.27665079,6.528599196,1.626277505,5.7,2.6,10.4,21,33.3,44.4,46.7,38.5,40,29.8,31.9,25.9,31.5,36,83.3,37.1,32.6,-19.52937848,758,3311,,,,,,,,,,,,,,,,,,4.3,,,101.7,,,,,,,,,,51,,,-7.1
Niigata,2020,3,30,0,2246000,98.039047,95.208061,-6.75,-5.5,-7,7,-70,-99.3495378,-23.51089892,-3.5,-17.22658302,-13.0103411,-11.35425654,4.1,-7.1,-4.2,12.8,27.5,29.2,33.3,36.5,37.5,25.1,25.5,24.1,30.6,23.6,41.7,29.2,27.2,52.19793022,1268,5143,,,,,,,,,,,,,,,,,,4,,,101.7,,,,,,,,,,0.4,,,-12.8
